accession	family	scan_scope	status	missing_motifs	catalytic_CA_distance_A	experimental_catalytic_GO	known_pseudo
Q9STV4	kinase	domain	active-like	-	8.5	yes	-
Q9SUL7	kinase	domain	active-like	-	16.7	no	-
Q9SV83	kinase	domain	active-like	-	8.1	no	-
Q9SXB3	kinase	domain	active-like	-	19.2	no	-
Q9SXB5	kinase	domain	active-like	-	19.3	no	-
Q9SXB8	kinase	domain	active-like	-	19.3	yes	-
Q9SY95	kinase	domain	active-like	-	19.3	no	-
Q9SYQ8	kinase	domain	active-like	-	7.8	yes	-
Q9SYS3	kinase	domain	active-like	-	7.6	no	-
Q9SYS7	kinase	domain	active-like	-	7.6	no	-
Q9SZD5	kinase	domain	active-like	-	7.6	no	-
Q9SZM3	kinase	domain	active-like	-	8.0	no	-
Q9T020	kinase	domain	active-like	-	7.9	no	-
Q9T0J1	kinase	domain	active-like	-	7.8	no	-
Q9UBE8	kinase	domain	active-like	-	7.9	yes	-
Q9UEW8	kinase	domain	active-like	-	7.4	yes	-
Q9UF33	kinase	domain	active-like	-	8.1	no	-
Q9UHD2	kinase	domain	active-like	-	8.2	yes	-
Q9UQ07	kinase	domain	active-like	-	7.9	yes	-
Q9UQB9	kinase	domain	active-like	-	8.3	yes	-
Q9UQM7	kinase	domain	active-like	-	8.1	yes	-
Q9V3Y8	kinase	domain	active-like	-	8.1	yes	-
Q9V4E5	kinase	domain	active-like	-	8.0	no	-
Q9V6K3	kinase	domain	active-like	-	8.3	yes	-
Q9V9J3	kinase	domain	active-like	-	7.8	yes	-
Q9VCV0	kinase	domain	active-like	-	8.0	no	-
Q9VD82	kinase	domain	active-like	-	7.8	no	-
Q9VDS9	kinase	domain	active-like	-	8.4	yes	-
Q9VE58	kinase	domain	active-like	-	7.9	yes	-
Q9VEZ5	kinase	domain	active-like	-	8.1	yes	-
Q9VGF9	kinase	domain	active-like	-	8.2	yes	-
Q9VI84	kinase	domain	active-like	-	8.3	no	-
Q9VJ90	kinase	domain	active-like	-	7.8	no	-
Q9VJC2	kinase	domain	active-like	-	8.2	yes	-
Q9VKN7	kinase	domain	active-like	-	7.8	yes	-
Q9VM90	kinase	domain	active-like	-	8.0	yes	-
Q9VMT1	kinase	domain	active-like	-	8.1	yes	-
Q9VQE3	kinase	domain	active-like	-	8.2	yes	-
Q9VRJ6	kinase	domain	active-like	-	7.8	no	-
Q9VXE3	kinase	domain	active-like	-	8.7	yes	-
Q9VYN5	kinase	domain	active-like	-	7.9	no	-
Q9WTL4	kinase	domain	active-like	-	8.5	no	-
Q9WTR2	kinase	domain	active-like	-	8.6	yes	-
Q9WTU6	kinase	domain	active-like	-	8.3	yes	-
Q9WUI1	kinase	domain	active-like	-	8.2	yes	-
Q9WUN2	kinase	domain	active-like	-	8.1	yes	-
Q9WV60	kinase	domain	active-like	-	8.2	yes	-
Q9WVS4	kinase	domain	active-like	-	8.1	yes	-
Q9WVS7	kinase	domain	active-like	-	7.4	yes	-
Q9XEC6	kinase	domain	active-like	-	7.7	yes	-
Q9XF67	kinase	domain	active-like	-	7.7	yes	-
Q9XI87	kinase	domain	active-like	-	8.1	yes	-
Q9XIC7	kinase	domain	active-like	-	7.7	no	-
Q9XIW0	kinase	domain	active-like	-	8.3	no	-
Q9Y2H1	kinase	domain	active-like	-	8.0	yes	-
Q9Y4K4	kinase	domain	active-like	-	7.8	yes	-
Q9Y6E0	kinase	domain	active-like	-	7.8	yes	-
Q9Z1B7	kinase	domain	active-like	-	8.2	yes	-
Q9Z1W9	kinase	domain	active-like	-	7.4	yes	-
Q9Z265	kinase	domain	active-like	-	7.8	yes	-
Q9Z2A0	kinase	domain	active-like	-	7.9	yes	-
Q9Z2E3	kinase	domain	active-like	-	8.0	no	-
Q9Z2W1	kinase	domain	active-like	-	7.4	no	-
Q9ZP16	kinase	domain	active-like	-	7.9	no	-
Q9ZPS9	kinase	domain	active-like	-	7.8	yes	-
Q9ZQ31	kinase	domain	active-like	-	7.6	yes	-
Q9ZQR3	kinase	domain	active-like	-	7.9	no	-
Q9ZR79	kinase	domain	active-like	-	7.6	no	-
Q9ZRF9	kinase	domain	active-like	-	7.6	yes	-
Q9ZSA2	kinase	domain	active-like	-	8.4	yes	-
Q9ZSA3	kinase	domain	active-like	-	8.4	no	-
Q9ZSA4	kinase	domain	active-like	-	8.2	no	-
Q9ZT07	kinase	domain	active-like	-	7.7	no	-
Q9ZU46	kinase	domain	active-like	-	7.9	yes	-
Q9ZUP4	kinase	domain	active-like	-	8.2	no	-
Q9ZUZ2	kinase	domain	active-like	-	8.5	yes	-
Q9ZVM9	kinase	domain	active-like	-	7.9	no	-
Q9ZVR7	kinase	domain	active-like	-	7.8	yes	-
Q9ZWB3	kinase	domain	active-like	-	8.3	yes	-
Q9ZWC8	kinase	domain	active-like	-	7.9	no	-
A0A0B4K7A9	protease	domain	pseudo-candidate	triadSer	-	no	-
A0A0B4K7P3	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
A0A0B4LG43	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
A0A286YDY8	protease	domain	pseudo-candidate	triadSer	-	no	-
A1Z7C5	protease	domain	pseudo-candidate	triadSer	-	no	-
A1Z7D1	protease	domain	pseudo-candidate	triadSer	-	no	-
A1Z7D2	protease	domain	pseudo-candidate	triadSer	-	no	-
A1Z7H7	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
A1Z7H8	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
A1Z8J7	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
A1ZA41	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
A1ZA42	protease	domain	pseudo-candidate	triadSer	-	no	-
A1ZA51	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
A4D1T9	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
A8JR43	protease	domain	pseudo-candidate	triadHis	-	no	-
A8JRF1	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
B7Z091	protease	domain	pseudo-candidate	triadSer	-	no	-
B7Z0L3	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
E5RG02	protease	domain	pseudo-candidate	triadSer	-	no	-
O00187	protease	domain	pseudo-candidate	triadHis	-	yes	-
O43240	protease	domain	pseudo-candidate	triadSer	-	no	-
O95084	protease	domain	pseudo-candidate	triadSer	-	no	-
P00736	protease	domain	pseudo-candidate	triadHis	-	yes	-
P00738	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
P00739	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
P00757	protease	domain	pseudo-candidate	triadSer	-	no	-
P06869	protease	domain	pseudo-candidate	triadHis	-	yes	-
P08882	protease	domain	pseudo-candidate	triadSer	-	no	-
P09871	protease	domain	pseudo-candidate	triadHis	-	yes	-
P14210	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
P20160	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
P22891	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
P26927	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
P26928	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
P35030	protease	domain	pseudo-candidate	triadSer	-	yes	-
P36368	protease	domain	pseudo-candidate	triadSer	-	no	-
P42279	protease	domain	pseudo-candidate	triadHis	-	no	-
Q08048	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q0KI07	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q14B24	protease	domain	pseudo-candidate	triadSer	-	no	-
Q14BX2	protease	domain	pseudo-candidate	triadHis	-	no	-
Q3UZ09	protease	domain	pseudo-candidate	triadHis	-	no	-
Q61646	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q6UWY2	protease	domain	pseudo-candidate	triadSer	-	yes	-
Q6UXH9	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q76HL1	protease	domain	pseudo-candidate	triadSer	-	no	-
Q7KSK1	protease	domain	pseudo-candidate	triadSer	-	no	-
Q7KT71	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q7KT73	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q7RTY3	protease	domain	pseudo-candidate	triadSer	-	no	-
Q7Z5A4	protease	domain	pseudo-candidate	triadSer	-	no	-
Q86B58	protease	domain	pseudo-candidate	triadSer	-	no	-
Q86T26	protease	domain	pseudo-candidate	triadSer	-	yes	-
Q8C0F9	protease	domain	pseudo-candidate	triadSer	-	no	-
Q8CG14	protease	domain	pseudo-candidate	triadHis	-	no	-
Q8ING0	protease	domain	pseudo-candidate	triadSer	-	no	-
Q8IQ79	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q8IQ89	protease	domain	pseudo-candidate	triadHis	-	no	-
Q8K4I7	protease	domain	pseudo-candidate	triadSer	-	no	-
Q8MLS8	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q8N3Z0	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9CQW3	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9D6X6	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9DAA4	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9H2R5	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9I7I1	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9I7I3	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9NRR2	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9NZP8	protease	domain	pseudo-candidate	triadHis	-	no	-
Q9UI38	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9V3J7	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VAT6	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VAT7	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VAT8	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VAX6	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VB66	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VBG5	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VEA0	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VER6	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VFM0	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VGA5	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VJD7	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VJR8	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VJZ8	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VKA8	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VKA9	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VL01	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VMX9	protease	domain	pseudo-candidate	triadHis	-	no	-
Q9VP95	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VQ75	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VQA3	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VQA4	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VQH9	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VRS9	protease	domain	pseudo-candidate	triadHis	-	no	-
Q9VRU0	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VS71	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VS86	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9VS87	protease	domain	pseudo-candidate	triadHis	-	no	-
Q9VSJ1	protease	domain	pseudo-candidate	triadHis	-	no	-
Q9VSJ2	protease	domain	pseudo-candidate	triadHis	-	no	-
Q9VSV4	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VXC8	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9VZI5	protease	domain	pseudo-candidate	triadHis;triadSer	-	no	-
Q9W0Z7	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9W174	protease	domain	pseudo-candidate	triadSer	-	no	-
Q9W454	protease	domain	pseudo-candidate	triadHis	-	no	-
A0A0B4K687	protease	domain	active-like	-	12.1	no	-
A0A0B4K875	protease	domain	active-like	-	12.1	no	-
A0A126GUP6	protease	domain	active-like	-	12.3	yes	-
A1Z824	protease	domain	active-like	-	12.1	no	-
A1Z8J8	protease	domain	active-like	-	11.9	no	-
A1ZAT2	protease	domain	active-like	-	12.3	no	-
C0HKA2	protease	domain	active-like	-	12.0	no	-
C0HKA3	protease	domain	active-like	-	12.0	no	-
C0HKF7	protease	domain	active-like	-	12.0	no	-
C0HKF8	protease	domain	active-like	-	12.0	no	-
E1JH19	protease	domain	active-like	-	12.0	no	-
E9Q409	protease	domain	active-like	-	12.0	yes	-
F2YMG0	protease	domain	active-like	-	12.1	yes	-
F6R7E8	protease	domain	active-like	-	12.1	no	-
M9MS20	protease	domain	active-like	-	12.1	no	-
O08762	protease	domain	active-like	-	12.1	yes	-
O15393	protease	domain	active-like	-	12.0	yes	-
O35205	protease	domain	active-like	-	12.0	no	-
O35453	protease	domain	active-like	-	11.9	no	-
O60235	protease	domain	active-like	-	11.9	no	-
O60259	protease	domain	active-like	-	12.1	yes	-
O70169	protease	domain	active-like	-	12.0	no	-
P00734	protease	domain	active-like	-	12.3	yes	-
P00740	protease	domain	active-like	-	12.2	yes	-
P00742	protease	domain	active-like	-	12.2	yes	-
P00746	protease	domain	active-like	-	12.0	yes	-
P00747	protease	domain	active-like	-	12.2	yes	-
P00748	protease	domain	active-like	-	12.0	yes	-
P00749	protease	domain	active-like	-	12.0	yes	-
P00750	protease	domain	active-like	-	12.0	yes	-
P00751	protease	domain	active-like	-	12.0	yes	-
P00755	protease	domain	active-like	-	11.7	no	-
P00756	protease	domain	active-like	-	12.0	no	-
P03951	protease	domain	active-like	-	12.0	no	-
P03952	protease	domain	active-like	-	12.0	no	-
P03953	protease	domain	active-like	-	11.9	no	-
P04070	protease	domain	active-like	-	12.1	yes	-
P04071	protease	domain	active-like	-	11.9	no	-
P04186	protease	domain	active-like	-	12.2	no	-
P04187	protease	domain	active-like	-	11.9	yes	-
P04814	protease	domain	active-like	-	12.0	no	-
P05049	protease	domain	active-like	-	12.1	yes	-
P05156	protease	domain	active-like	-	12.1	no	-
P05208	protease	domain	active-like	-	12.0	no	-
P05981	protease	domain	active-like	-	11.9	yes	-
P06681	protease	domain	active-like	-	12.1	yes	-
P06870	protease	domain	active-like	-	12.0	no	-
P07146	protease	domain	active-like	-	12.0	yes	-
P07288	protease	domain	active-like	-	12.0	yes	-
P07477	protease	domain	active-like	-	12.0	no	-
P07478	protease	domain	active-like	-	12.0	yes	-
P08217	protease	domain	active-like	-	12.0	yes	-
P08218	protease	domain	active-like	-	11.9	no	-
P08246	protease	domain	active-like	-	12.0	yes	-
P08311	protease	domain	active-like	-	12.0	yes	-
P08709	protease	domain	active-like	-	12.2	yes	-
P08861	protease	domain	active-like	-	12.0	no	-
P08883	protease	domain	active-like	-	12.2	yes	-
P08884	protease	domain	active-like	-	12.1	no	-
P09093	protease	domain	active-like	-	12.0	no	-
P0CW18	protease	domain	active-like	-	12.2	no	-
P10144	protease	domain	active-like	-	11.9	yes	-
P10323	protease	domain	active-like	-	12.0	yes	-
P11032	protease	domain	active-like	-	11.9	yes	-
P11033	protease	domain	active-like	-	11.9	yes	-
P11034	protease	domain	active-like	-	11.9	no	-
P11214	protease	domain	active-like	-	12.0	yes	-
P12544	protease	domain	active-like	-	11.8	yes	-
P13366	protease	domain	active-like	-	12.0	no	-
P13582	protease	domain	active-like	-	12.1	yes	-
P15945	protease	domain	active-like	-	11.9	yes	-
P15946	protease	domain	active-like	-	11.9	no	-
P15948	protease	domain	active-like	-	11.9	no	-
P15949	protease	domain	active-like	-	11.9	no	-
P16294	protease	domain	active-like	-	12.2	no	-
P17207	protease	domain	active-like	-	12.0	no	-
P17538	protease	domain	active-like	-	12.0	no	-
P19221	protease	domain	active-like	-	12.0	yes	-
P20151	protease	domain	active-like	-	11.9	yes	-
P20231	protease	domain	active-like	-	11.9	no	-
P20718	protease	domain	active-like	-	11.9	no	-
P20918	protease	domain	active-like	-	11.9	no	-
P21180	protease	domain	active-like	-	11.9	no	-
P21812	protease	domain	active-like	-	12.0	yes	-
P21844	protease	domain	active-like	-	12.0	no	-
P21845	protease	domain	active-like	-	11.9	no	-
P23578	protease	domain	active-like	-	12.0	no	-
P23946	protease	domain	active-like	-	12.0	yes	-
P24158	protease	domain	active-like	-	12.1	yes	-
P28293	protease	domain	active-like	-	12.1	no	-
P33587	protease	domain	active-like	-	12.1	no	-
P35004	protease	domain	active-like	-	12.0	no	-
P35005	protease	domain	active-like	-	12.0	no	-
P36369	protease	domain	active-like	-	11.9	no	-
P40313	protease	domain	active-like	-	12.0	yes	-
P42278	protease	domain	active-like	-	12.1	no	-
P42280	protease	domain	active-like	-	12.0	no	-
P43430	protease	domain	active-like	-	11.9	no	-
P48740	protease	domain	active-like	-	11.8	yes	-
P49862	protease	domain	active-like	-	11.9	no	-
P49863	protease	domain	active-like	-	12.1	yes	-
P51124	protease	domain	active-like	-	12.2	yes	-
P52905	protease	domain	active-like	-	12.2	no	-
P56677	protease	domain	active-like	-	12.1	yes	-
P56730	protease	domain	active-like	-	12.0	no	-
P57727	protease	domain	active-like	-	12.1	no	-
P69525	protease	domain	active-like	-	12.1	yes	-
P70375	protease	domain	active-like	-	12.3	no	-
P98064	protease	domain	active-like	-	12.1	yes	-
P98073	protease	domain	active-like	-	12.0	no	-
Q02844	protease	domain	active-like	-	11.9	no	-
Q04756	protease	domain	active-like	-	12.3	no	-
Q14520	protease	domain	active-like	-	12.5	no	-
Q15661	protease	domain	active-like	-	12.0	no	-
Q16651	protease	domain	active-like	-	12.1	no	-
Q1JRP2	protease	domain	active-like	-	12.0	yes	-
Q2L4Q9	protease	domain	active-like	-	12.2	no	-
Q3SYP2	protease	domain	active-like	-	11.9	yes	-
Q3UP87	protease	domain	active-like	-	12.2	yes	-
Q3UQ41	protease	domain	active-like	-	12.0	no	-
Q3V0Q7	protease	domain	active-like	-	12.1	no	-
Q402U7	protease	domain	active-like	-	12.0	no	-
Q5K4E3	protease	domain	active-like	-	12.0	yes	-
Q5S248	protease	domain	active-like	-	12.0	yes	-
Q5U405	protease	domain	active-like	-	11.9	no	-
Q61096	protease	domain	active-like	-	12.1	no	-
Q61129	protease	domain	active-like	-	12.2	no	-
Q61754	protease	domain	active-like	-	11.8	no	-
Q61759	protease	domain	active-like	-	11.9	no	-
Q61955	protease	domain	active-like	-	12.1	yes	-
Q6UWB4	protease	domain	active-like	-	12.3	no	-
Q6ZWK6	protease	domain	active-like	-	12.1	no	-
Q792Y9	protease	domain	active-like	-	12.0	no	-
Q792Z0	protease	domain	active-like	-	12.1	yes	-
Q792Z1	protease	domain	active-like	-	12.0	no	-
Q7KVM8	protease	domain	active-like	-	12.0	no	-
Q7M761	protease	domain	active-like	-	12.1	no	-
Q7RTY5	protease	domain	active-like	-	12.1	no	-
Q7RTY9	protease	domain	active-like	-	12.1	no	-
Q7RTZ1	protease	domain	active-like	-	12.1	yes	-
Q80WM7	protease	domain	active-like	-	12.0	yes	-
Q80YC5	protease	domain	active-like	-	12.1	no	-
Q86WS5	protease	domain	active-like	-	12.0	no	-
Q8BHM9	protease	domain	active-like	-	12.0	no	-
Q8BIK6	protease	domain	active-like	-	12.1	yes	-
Q8BJR6	protease	domain	active-like	-	12.1	no	-
Q8CGR5	protease	domain	active-like	-	12.0	no	-
Q8CGR6	protease	domain	active-like	-	12.0	no	-
Q8IPY7	protease	domain	active-like	-	11.9	no	-
Q8IQ51	protease	domain	active-like	-	12.0	no	-
Q8IRE2	protease	domain	active-like	-	12.1	no	-
Q8IRK5	protease	domain	active-like	-	12.1	no	-
Q8IU80	protease	domain	active-like	-	12.0	no	-
Q8K0D2	protease	domain	active-like	-	12.5	no	-
Q8K1T0	protease	domain	active-like	-	12.0	no	-
Q8NF86	protease	domain	active-like	-	12.1	no	-
Q8NHM4	protease	domain	active-like	-	12.0	no	-
Q8VCA5	protease	domain	active-like	-	12.0	no	-
Q8VHK8	protease	domain	active-like	-	12.0	no	-
Q8VIF2	protease	domain	active-like	-	12.0	no	-
Q91VE3	protease	domain	active-like	-	11.9	no	-
Q91X79	protease	domain	active-like	-	11.9	yes	-
Q91Y47	protease	domain	active-like	-	11.9	no	-
Q920S2	protease	domain	active-like	-	12.0	no	-
Q924N9	protease	domain	active-like	-	12.0	yes	-
Q92876	protease	domain	active-like	-	11.9	yes	-
Q99895	protease	domain	active-like	-	11.9	no	-
Q99MS4	protease	domain	active-like	-	12.0	yes	-
Q9BYE2	protease	domain	active-like	-	12.0	no	-
Q9BZJ3	protease	domain	active-like	-	12.0	no	-
Q9CQ52	protease	domain	active-like	-	12.0	no	-
Q9CR35	protease	domain	active-like	-	12.0	yes	-
Q9D9M0	protease	domain	active-like	-	12.1	no	-
Q9DBI0	protease	domain	active-like	-	12.0	no	-
Q9ER04	protease	domain	active-like	-	12.1	no	-
Q9ESD1	protease	domain	active-like	-	12.0	no	-
Q9GZN4	protease	domain	active-like	-	12.1	yes	-
Q9H3S3	protease	domain	active-like	-	12.1	no	-
Q9I7V4	protease	domain	active-like	-	12.1	no	-
Q9JHJ7	protease	domain	active-like	-	11.9	yes	-
Q9JIQ8	protease	domain	active-like	-	12.0	no	-
Q9JM71	protease	domain	active-like	-	11.9	yes	-
Q9NRS4	protease	domain	active-like	-	11.9	yes	-
Q9P0G3	protease	domain	active-like	-	21.8	yes	-
Q9QUK9	protease	domain	active-like	-	12.1	yes	-
Q9QYN3	protease	domain	active-like	-	12.1	no	-
Q9QYZ9	protease	domain	active-like	-	12.0	no	-
Q9R098	protease	domain	active-like	-	12.2	no	-
Q9R0T7	protease	domain	active-like	-	12.0	yes	-
Q9UBX7	protease	domain	active-like	-	12.1	no	-
Q9UKR0	protease	domain	active-like	-	12.1	yes	-
Q9UKR3	protease	domain	active-like	-	12.1	no	-
Q9UL52	protease	domain	active-like	-	12.0	no	-
Q9V3Z2	protease	domain	active-like	-	12.4	no	-
Q9VA44	protease	domain	active-like	-	12.2	no	-
Q9VA66	protease	domain	active-like	-	12.0	no	-
Q9VA67	protease	domain	active-like	-	11.9	no	-
Q9VAQ3	protease	domain	active-like	-	12.2	no	-
Q9VB68	protease	domain	active-like	-	12.2	no	-
Q9VCJ0	protease	domain	active-like	-	12.1	no	-
Q9VCJ8	protease	domain	active-like	-	12.0	yes	-
Q9VEM6	protease	domain	active-like	-	12.0	no	-
Q9VEM7	protease	domain	active-like	-	12.1	no	-
Q9VEM8	protease	domain	active-like	-	12.2	no	-
Q9VEM9	protease	domain	active-like	-	12.1	no	-
Q9VEN0	protease	domain	active-like	-	12.0	no	-
Q9VHF7	protease	domain	active-like	-	12.0	no	-
Q9VMX7	protease	domain	active-like	-	12.0	no	-
Q9VMX8	protease	domain	active-like	-	11.9	no	-
Q9VPN7	protease	domain	active-like	-	12.0	no	-
Q9VPN8	protease	domain	active-like	-	12.0	no	-
Q9VQ97	protease	domain	active-like	-	12.0	no	-
Q9VQ98	protease	domain	active-like	-	12.1	no	-
Q9VQA0	protease	domain	active-like	-	11.9	no	-
Q9VR15	protease	domain	active-like	-	12.2	no	-
Q9VRD0	protease	domain	active-like	-	12.1	no	-
Q9VRS3	protease	domain	active-like	-	11.9	no	-
Q9VRS4	protease	domain	active-like	-	11.9	no	-
Q9VRS6	protease	domain	active-like	-	11.9	no	-
Q9VRS7	protease	domain	active-like	-	11.9	no	-
Q9VRT2	protease	domain	active-like	-	12.1	no	-
Q9VT23	protease	domain	active-like	-	11.9	no	-
Q9VT24	protease	domain	active-like	-	11.9	no	-
Q9VT25	protease	domain	active-like	-	11.8	no	-
Q9VTV2	protease	domain	active-like	-	12.2	no	-
Q9VUG2	protease	domain	active-like	-	12.1	no	-
Q9VW19	protease	domain	active-like	-	12.2	no	-
Q9VWU1	protease	domain	active-like	-	12.0	yes	-
Q9VXC9	protease	domain	active-like	-	11.9	no	-
Q9VXP8	protease	domain	active-like	-	12.0	no	-
Q9VZH5	protease	domain	active-like	-	12.2	no	-
Q9W2C8	protease	domain	active-like	-	12.1	no	-
Q9W314	protease	domain	active-like	-	12.3	no	-
Q9W5U8	protease	domain	active-like	-	12.1	no	-
Q9Y337	protease	domain	active-like	-	12.1	yes	-
Q9Y5K2	protease	domain	active-like	-	12.1	no	-
Q9Y5Y6	protease	domain	active-like	-	12.2	yes	-
Q9Y6M0	protease	domain	active-like	-	12.0	no	-
Q9Z0M1	protease	domain	active-like	-	12.1	no	-
Q9Z1R9	protease	domain	active-like	-	12.0	no	-
