accession	best_TM_PDB	best_TM_KB	best_TM_any	mean_pLDDT	n_interpro	hypothesis_tier
Q5JWF8	0.924	0.903	0.924	93.6	2	HIGH
Q8IMV0	0.924	0.854	0.924	87.8	6	HIGH
Q8IQK4	0.924	0.829	0.924	73.1	7	HIGH
Q9VKA9	0.924	0.903	0.924	89.3	4	HIGH
Q9VLU7	0.924	0.885	0.924	87.2	1	HIGH
Q9VPS1	0.924	0.893	0.924	83.7	4	HIGH
Q9W2L6	0.851	0.924	0.924	90.7	7	HIGH
A1ZBF7	0.925	0.848	0.925	80.3	2	HIGH
Q8IRE1	0.925	0.883	0.925	86.9	4	HIGH
Q9VCL3	0.925	0.873	0.925	87.8	2	HIGH
Q9VEV6	0.925	0.918	0.925	91.6	5	HIGH
Q9VG60	0.925	0.908	0.925	87.9	5	HIGH
Q9VH59	0.925	0.923	0.925	90.2	2	HIGH
Q9VPU6	0.925	0.863	0.925	89.0	3	HIGH
Q9VW82	0.925	0.677	0.925	88.9	4	HIGH
Q9VX02	0.376	0.925	0.925	85.6	1	MEDIUM
Q9VXC6	0.925	0.879	0.925	91.2	4	HIGH
Q9VXC7	0.925	0.891	0.925	88.6	4	HIGH
Q9VZ19	0.913	0.925	0.925	96.3	2	HIGH
Q4AC99	0.926	0.812	0.926	84.1	5	HIGH
Q9VGF1	0.926	0.898	0.926	95.3	4	HIGH
Q9VHH7	0.926	0.915	0.926	94.2	3	HIGH
Q9VJ47	0.926	0.900	0.926	92.3	3	HIGH
Q9VMZ3	0.926	0.918	0.926	75.2	5	HIGH
Q9VQP2	0.882	0.926	0.926	90.4	6	HIGH
A0A0C4DHH2	0.927	0.000	0.927	79.6	1	HIGH
P91659	0.920	0.927	0.927	84.9	3	HIGH
Q9V4I0	0.927	0.885	0.927	92.4	5	HIGH
Q9V557	0.927	0.873	0.927	92.6	5	HIGH
Q9VA60	0.927	0.834	0.927	86.5	6	HIGH
Q9VQQ5	0.927	0.920	0.927	86.6	3	HIGH
Q9VXG7	0.927	0.899	0.927	84.0	12	HIGH
Q9VY92	0.927	0.774	0.927	93.2	2	MEDIUM
Q9VZH5	0.927	0.906	0.927	75.4	7	HIGH
A0A0B4LH86	0.928	0.928	0.928	86.7	4	HIGH
Q86B65	0.928	0.721	0.928	76.1	1	HIGH
Q86PF4	0.928	0.459	0.928	80.9	4	HIGH
Q9VFG7	0.928	0.913	0.928	80.6	1	HIGH
Q9VGX7	0.851	0.928	0.928	88.4	3	HIGH
Q9VJR9	0.928	0.850	0.928	88.7	2	-
Q9VN71	0.928	0.817	0.928	92.3	2	-
Q9VX84	0.783	0.928	0.928	84.8	1	HIGH
X2JF29	0.928	0.909	0.928	78.8	3	HIGH
A1ZAG8	0.898	0.929	0.929	86.2	4	HIGH
A8MTB9	0.929	0.901	0.929	79.9	6	HIGH
P17017	0.929	0.733	0.929	78.5	5	HIGH
Q7Z4L9	0.929	0.827	0.929	86.0	4	HIGH
Q8IMI2	0.923	0.929	0.929	85.6	7	HIGH
Q96A99	0.918	0.929	0.929	78.3	3	HIGH
Q9NV66	0.929	0.901	0.929	80.3	8	HIGH
Q9VB76	0.929	0.909	0.929	88.1	4	HIGH
Q9VD85	0.903	0.929	0.929	93.7	8	HIGH
Q9VJ61	0.929	0.912	0.929	90.3	3	HIGH
Q9W0Z7	0.929	0.918	0.929	88.8	4	HIGH
P83118	0.930	0.711	0.930	78.7	6	HIGH
Q15940	0.930	0.670	0.930	82.7	2	HIGH
Q5JXA9	0.930	0.737	0.930	76.3	7	HIGH
Q86W25	0.930	0.689	0.930	81.1	9	HIGH
Q8IN25	0.930	0.920	0.930	91.9	8	HIGH
Q9BYS8	0.909	0.930	0.930	77.6	5	HIGH
Q9VJF2	0.830	0.930	0.930	92.5	1	HIGH
Q9VQH7	0.930	0.719	0.930	90.4	2	HIGH
Q9VS86	0.918	0.930	0.930	86.8	4	HIGH
Q9W228	0.930	0.898	0.930	87.8	2	HIGH
Q9W2H3	0.919	0.930	0.930	94.2	3	HIGH
A1Z7C5	0.931	0.929	0.931	77.7	6	HIGH
Q9V4I1	0.931	0.891	0.931	92.3	5	HIGH
Q9VH77	0.924	0.931	0.931	96.4	7	HIGH
Q9VZG7	0.902	0.931	0.931	92.2	2	HIGH
A0A499FJF3	0.932	0.888	0.932	78.3	3	HIGH
B7YZU7	0.932	0.917	0.932	88.0	4	HIGH
Q75LS8	0.932	0.734	0.932	87.5	6	HIGH
Q7KT83	0.932	0.872	0.932	83.6	4	HIGH
Q86WN1	0.932	0.545	0.932	76.7	6	HIGH
Q8INX6	0.474	0.932	0.932	91.7	1	MEDIUM
Q8N9V2	0.932	0.856	0.932	85.7	10	HIGH
Q9VM44	0.932	0.869	0.932	90.6	2	HIGH
Q9VTI3	0.932	0.763	0.932	83.6	4	HIGH
Q9VU50	0.932	0.931	0.932	86.2	3	HIGH
Q9W130	0.932	0.897	0.932	89.4	5	HIGH
Q9W2K8	0.932	0.731	0.932	73.6	3	HIGH
Q9Y5G8	0.932	0.781	0.932	74.9	6	HIGH
P58955	0.816	0.933	0.933	91.6	1	HIGH
Q0E960	0.924	0.933	0.933	83.6	4	HIGH
Q30KQ7	0.933	0.000	0.933	75.5	1	HIGH
Q5JTN6	0.933	0.931	0.933	87.5	5	HIGH
Q5LJQ3	0.933	0.654	0.933	78.3	1	LOW
Q5LJT3	0.912	0.933	0.933	96.8	2	HIGH
Q8IMK0	0.929	0.933	0.933	93.2	4	HIGH
Q8NAB2	0.933	0.877	0.933	89.8	8	HIGH
Q8TCU3	0.928	0.933	0.933	88.2	2	HIGH
Q99463	0.933	0.871	0.933	81.5	4	HIGH
Q9VE30	0.933	0.929	0.933	75.1	4	HIGH
Q9VLM3	0.798	0.933	0.933	82.3	1	HIGH
Q9VNH2	0.933	0.868	0.933	86.4	4	HIGH
Q9VWH2	0.824	0.933	0.933	83.1	2	HIGH
X2J7Z6	0.933	0.641	0.933	91.4	2	HIGH
A1ZBI8	0.922	0.934	0.934	96.8	1	HIGH
Q7PLS1	0.934	0.896	0.934	89.0	3	HIGH
Q8MLW4	0.934	0.902	0.934	91.8	2	HIGH
Q9V7A7	0.934	0.923	0.934	72.6	4	HIGH
Q9VBR6	0.934	0.892	0.934	94.0	5	HIGH
Q9VEQ6	0.924	0.934	0.934	92.0	2	HIGH
Q9VIK5	0.934	0.886	0.934	83.9	2	HIGH
Q9VKX7	0.934	0.860	0.934	94.2	1	HIGH
Q9VQ53	0.934	0.865	0.934	88.7	4	HIGH
Q9VW91	0.934	0.233	0.934	79.2	3	HIGH
Q9VXT5	0.934	0.589	0.934	72.3	4	HIGH
Q9W1S1	0.934	0.926	0.934	92.2	8	HIGH
Q9Y644	0.934	0.692	0.934	87.4	2	HIGH
A1Z8Z3	0.549	0.935	0.935	85.0	3	HIGH
A8MXY4	0.935	0.703	0.935	72.4	4	HIGH
O75346	0.935	0.699	0.935	71.7	4	HIGH
Q6IE38	0.935	0.566	0.935	81.2	3	HIGH
Q9I7I6	0.855	0.935	0.935	92.2	3	HIGH
Q9VP77	0.935	0.736	0.935	79.6	8	HIGH
Q9VPX4	0.935	0.856	0.935	86.4	2	HIGH
Q9VTR1	0.935	0.652	0.935	71.0	3	HIGH
Q9VVW2	0.935	0.900	0.935	82.1	2	HIGH
Q9VXA9	0.935	0.813	0.935	73.7	1	HIGH
Q9W5W6	0.935	0.846	0.935	87.3	2	LOW
A1Z7S4	0.862	0.936	0.936	84.5	4	HIGH
A6NM43	0.936	0.912	0.936	84.5	5	HIGH
O75820	0.936	0.840	0.936	74.3	5	HIGH
P0DQD5	0.936	0.880	0.936	80.4	4	HIGH
Q0E8W8	0.936	0.913	0.936	90.9	5	HIGH
Q5VZ03	0.909	0.936	0.936	91.4	3	HIGH
Q6PIV7	0.880	0.936	0.936	84.7	3	HIGH
Q8IMU0	0.936	0.564	0.936	82.2	3	HIGH
Q8IN99	0.913	0.936	0.936	86.6	3	HIGH
Q8NGJ8	0.925	0.936	0.936	84.9	4	HIGH
Q9V9X3	0.936	0.919	0.936	94.6	3	LOW
Q9VB88	0.913	0.936	0.936	93.3	5	HIGH
Q9VGB9	0.936	0.915	0.936	82.3	5	HIGH
Q9VKB4	0.936	0.777	0.936	78.5	2	HIGH
Q9VW81	0.936	0.247	0.936	73.5	3	HIGH
Q9W2R2	0.917	0.936	0.936	91.1	5	HIGH
A0A0B4LGH8	0.937	0.885	0.937	85.5	3	HIGH
A1Z6H6	0.900	0.937	0.937	91.5	5	HIGH
A1ZA15	0.764	0.937	0.937	86.3	1	HIGH
A1ZAD2	0.937	0.890	0.937	82.1	1	HIGH
A1ZB08	0.937	0.858	0.937	90.4	2	MEDIUM
P0DY27	0.937	0.396	0.937	79.9	0	-
Q8IRZ5	0.855	0.937	0.937	90.9	1	HIGH
Q8N7C7	0.937	0.604	0.937	86.5	5	HIGH
Q9VHR9	0.937	0.659	0.937	74.7	2	HIGH
Q9VJ46	0.937	0.892	0.937	91.9	3	HIGH
Q9VXY1	0.937	0.000	0.937	82.8	2	HIGH
Q9VZI5	0.937	0.912	0.937	81.9	3	HIGH
Q9VZS0	0.937	0.798	0.937	90.4	5	HIGH
Q9VZV9	0.937	0.882	0.937	90.7	6	HIGH
A1ZAW6	0.938	0.000	0.938	90.0	1	HIGH
Q9BXM9	0.938	0.843	0.938	84.7	12	HIGH
Q9UN75	0.938	0.819	0.938	74.2	5	HIGH
Q9VCS0	0.938	0.906	0.938	73.3	2	HIGH
Q9VRD1	0.934	0.938	0.938	89.9	4	HIGH
Q9VRL3	0.925	0.938	0.938	87.1	3	HIGH
Q9VZS1	0.938	0.904	0.938	84.3	4	HIGH
A6NP11	0.939	0.740	0.939	70.8	5	HIGH
P47949	0.939	0.652	0.939	79.8	4	HIGH
Q6ZN08	0.939	0.693	0.939	73.6	4	HIGH
Q9VCL4	0.939	0.886	0.939	89.3	2	HIGH
Q9VFV8	0.939	0.855	0.939	86.8	8	HIGH
Q9VG46	0.907	0.939	0.939	87.1	3	HIGH
Q9VS47	0.855	0.939	0.939	85.9	4	HIGH
Q9W4K8	0.939	0.901	0.939	88.4	8	HIGH
X2JEB8	0.939	0.838	0.939	84.0	6	HIGH
A1ZAX1	0.940	0.647	0.940	70.9	5	HIGH
A1ZBU1	0.940	0.914	0.940	85.0	5	HIGH
Q6XE38	0.940	0.722	0.940	88.2	2	HIGH
Q8N1T3	0.940	0.710	0.940	84.7	5	HIGH
Q8ND71	0.940	0.915	0.940	81.7	3	HIGH
Q9VB89	0.912	0.940	0.940	93.4	5	HIGH
Q9VDD0	0.794	0.940	0.940	90.7	4	HIGH
Q9VEA0	0.940	0.906	0.940	79.9	4	HIGH
Q9VH24	0.927	0.940	0.940	84.1	2	HIGH
Q9VIX9	0.940	0.871	0.940	88.0	2	HIGH
Q9VKF6	0.940	0.913	0.940	85.4	2	HIGH
Q9VNW8	0.899	0.940	0.940	84.5	4	HIGH
Q9VTP1	0.940	0.673	0.940	84.6	2	HIGH
Q9Y5H3	0.940	0.824	0.940	74.4	6	HIGH
A0A9F2H0X0	0.941	0.695	0.941	81.1	4	HIGH
O76877	0.941	0.926	0.941	82.7	2	HIGH
P58985	0.804	0.941	0.941	92.1	1	HIGH
Q5SZD4	0.941	0.937	0.941	94.8	4	HIGH
Q6NT32	0.941	0.858	0.941	90.5	5	HIGH
Q8IA43	0.941	0.832	0.941	85.2	5	HIGH
Q8IQ89	0.941	0.905	0.941	79.5	4	HIGH
Q9V9U7	0.941	0.000	0.941	96.6	2	HIGH
Q9VR94	0.941	0.665	0.941	90.4	2	HIGH
Q9VW01	0.941	0.938	0.941	91.7	4	HIGH
A1ZBD2	0.942	0.935	0.942	90.7	1	HIGH
B7ZC32	0.942	0.915	0.942	78.2	6	HIGH
B8K3A5	0.937	0.942	0.942	86.9	3	HIGH
M9MSI4	0.933	0.942	0.942	84.3	4	HIGH
P55344	0.852	0.942	0.942	90.3	4	HIGH
Q9GZN6	0.932	0.942	0.942	80.0	2	HIGH
Q9VI70	0.898	0.942	0.942	84.8	3	HIGH
Q9VJH9	0.942	0.904	0.942	91.8	2	HIGH
A0A0B4KEG0	0.943	0.868	0.943	90.3	4	HIGH
P40447	0.943	0.784	0.943	96.8	4	HIGH
P91940	0.602	0.943	0.943	89.5	3	HIGH
Q5VW00	0.943	0.864	0.943	79.6	5	HIGH
Q6UXR4	0.943	0.905	0.943	80.9	5	HIGH
Q8IZS8	0.850	0.943	0.943	83.0	6	HIGH
Q8NGZ5	0.943	0.940	0.943	82.4	3	HIGH
Q9VGA2	0.943	0.897	0.943	75.3	0	MEDIUM
Q9VH57	0.943	0.941	0.943	89.7	2	HIGH
Q9VQA4	0.943	0.915	0.943	87.2	3	HIGH
A1Z7N3	0.944	0.915	0.944	83.5	4	HIGH
P0DP74	0.944	0.000	0.944	83.8	1	HIGH
Q86V85	0.944	0.597	0.944	81.2	3	HIGH
Q8TAQ9	0.944	0.728	0.944	76.0	2	LOW
Q9VA64	0.944	0.807	0.944	84.8	7	HIGH
Q9VA97	0.904	0.944	0.944	93.2	3	HIGH
Q9VJI8	0.944	0.812	0.944	84.6	7	HIGH
Q9VTD5	0.835	0.944	0.944	85.3	1	HIGH
Q9VU67	0.895	0.944	0.944	82.9	3	HIGH
Q9VWW1	0.925	0.944	0.944	94.2	6	HIGH
Q9W5B5	0.944	0.676	0.944	92.0	5	HIGH
A1Z7G6	0.945	0.937	0.945	83.7	5	HIGH
A1Z8C9	0.945	0.930	0.945	96.7	4	HIGH
O60330	0.945	0.793	0.945	74.6	6	HIGH
Q7KT73	0.945	0.930	0.945	74.1	2	HIGH
Q8MMC6	0.856	0.945	0.945	94.9	4	HIGH
Q8TE96	0.944	0.945	0.945	87.2	5	HIGH
Q9V395	0.945	0.783	0.945	85.9	4	HIGH
Q9V9Q4	0.945	0.456	0.945	80.1	4	HIGH
Q9VQ12	0.945	0.848	0.945	84.0	4	HIGH
Q9W587	0.399	0.945	0.945	86.1	1	HIGH
Q9Y5F6	0.945	0.787	0.945	74.4	6	HIGH
X2JB47	0.945	0.872	0.945	77.1	4	HIGH
A0A075B6X5	0.946	0.876	0.946	91.3	5	HIGH
A0A0B4K6M8	0.946	0.000	0.946	83.5	1	-
A0A0B4KFB3	0.856	0.946	0.946	93.9	2	HIGH
A0A0B4LGE9	0.868	0.946	0.946	92.8	2	HIGH
A1ZAI5	0.862	0.946	0.946	83.0	4	HIGH
A6NNF4	0.946	0.859	0.946	74.1	5	HIGH
P63121	0.946	0.552	0.946	83.3	7	HIGH
P81911	0.861	0.946	0.946	90.1	1	HIGH
Q59E63	0.946	0.946	0.946	89.7	3	HIGH
Q6UY18	0.946	0.890	0.946	85.5	12	HIGH
Q7RTY8	0.946	0.928	0.946	80.4	12	HIGH
Q9VL59	0.946	0.331	0.946	76.4	2	HIGH
Q9W1M2	0.946	0.938	0.946	91.4	4	HIGH
Q9W2U2	0.946	0.911	0.946	73.8	5	HIGH
A0A4D6K1E7	0.944	0.947	0.947	76.4	6	HIGH
A1Z8J7	0.947	0.884	0.947	87.3	3	HIGH
A4D1Z8	0.947	0.909	0.947	87.0	3	HIGH
P36034	0.589	0.947	0.947	80.6	1	HIGH
Q86UV7	0.947	0.843	0.947	88.6	6	HIGH
Q8IRD1	0.908	0.947	0.947	76.7	6	HIGH
Q9VIE9	0.947	0.760	0.947	85.9	3	HIGH
Q9W391	0.947	0.884	0.947	80.8	5	HIGH
A1Z9V3	0.872	0.948	0.948	95.2	4	HIGH
A8JNC9	0.831	0.948	0.948	86.2	4	HIGH
B7Z031	0.948	0.813	0.948	84.5	1	HIGH
P0C7M8	0.948	0.883	0.948	82.2	4	HIGH
Q8N6N2	0.948	0.889	0.948	75.2	4	HIGH
Q9VA77	0.948	0.786	0.948	89.3	6	HIGH
Q9VGB8	0.948	0.905	0.948	88.8	5	HIGH
Q9VGU3	0.948	0.729	0.948	77.9	5	HIGH
Q9VL61	0.948	0.896	0.948	81.8	7	HIGH
Q9VL96	0.948	0.309	0.948	77.9	3	HIGH
Q9VUW4	0.948	0.880	0.948	94.0	5	HIGH
Q9VW43	0.934	0.948	0.948	93.4	5	HIGH
Q9W302	0.948	0.756	0.948	82.0	4	HIGH
Q9Y5F7	0.948	0.838	0.948	75.0	5	HIGH
A1ZAJ5	0.949	0.000	0.949	92.9	3	HIGH
B2RPK0	0.949	0.863	0.949	75.9	3	HIGH
O75373	0.949	0.651	0.949	75.4	5	HIGH
Q7KTA9	0.889	0.949	0.949	84.5	5	HIGH
Q8IPV3	0.949	0.889	0.949	82.9	6	HIGH
Q8IRM2	0.949	0.721	0.949	80.9	4	HIGH
Q9VB90	0.912	0.949	0.949	93.5	5	HIGH
Q9VC98	0.949	0.941	0.949	86.8	4	HIGH
Q9VDS1	0.866	0.949	0.949	92.3	4	HIGH
Q9VEM6	0.949	0.929	0.949	86.9	5	HIGH
Q9VF83	0.949	0.367	0.949	77.8	5	HIGH
Q9VFN9	0.949	0.000	0.949	82.8	3	-
Q9VG30	0.949	0.857	0.949	91.3	2	HIGH
Q9VNB2	0.949	0.942	0.949	77.8	5	HIGH
Q9VP53	0.459	0.949	0.949	91.4	3	HIGH
Q9VQH9	0.949	0.938	0.949	81.8	3	HIGH
Q9VV49	0.437	0.949	0.949	94.2	2	HIGH
Q9Y156	0.949	0.813	0.949	77.7	3	HIGH
A0A0J9YW62	0.950	0.938	0.950	75.0	4	HIGH
B7YZF8	0.950	0.923	0.950	73.8	11	HIGH
Q7KTJ2	0.950	0.000	0.950	83.2	4	HIGH
Q8I936	0.950	0.935	0.950	90.4	3	HIGH
Q8IPY0	0.931	0.950	0.950	88.4	3	HIGH
Q9NIV2	0.935	0.950	0.950	85.7	3	HIGH
Q9V3R0	0.950	0.857	0.950	89.3	4	HIGH
Q9VCR9	0.950	0.902	0.950	84.8	3	HIGH
Q9VDC1	0.950	0.586	0.950	91.5	3	HIGH
Q9VLR2	0.950	0.493	0.950	93.8	5	HIGH
Q9VM11	0.900	0.950	0.950	95.3	4	HIGH
Q9VQ85	0.940	0.950	0.950	88.6	3	HIGH
Q9VSP9	0.941	0.950	0.950	91.4	3	HIGH
Q9VWN5	0.950	0.000	0.950	78.2	3	HIGH
Q9Y236	0.686	0.950	0.950	87.7	2	HIGH
O75493	0.951	0.929	0.951	87.8	4	HIGH
P16415	0.951	0.751	0.951	72.4	4	HIGH
P27539	0.951	0.721	0.951	73.3	4	HIGH
Q5EBN2	0.951	0.887	0.951	85.0	5	HIGH
Q7KVJ6	0.887	0.951	0.951	84.0	5	HIGH
Q9VDA5	0.951	0.914	0.951	93.8	3	HIGH
Q9VDQ0	0.951	0.885	0.951	88.4	2	HIGH
Q9VG14	0.951	0.884	0.951	82.1	4	HIGH
Q9VJI0	0.951	0.894	0.951	92.1	2	HIGH
Q9VT05	0.951	0.943	0.951	72.7	4	HIGH
Q9W0N6	0.951	0.794	0.951	81.7	5	HIGH
Q9W168	0.947	0.951	0.951	83.8	1	HIGH
Q9Y5G6	0.951	0.721	0.951	74.0	6	HIGH
M9PJJ5	0.937	0.952	0.952	91.3	3	HIGH
Q86UD7	0.952	0.713	0.952	75.8	3	HIGH
Q8N1L4	0.952	0.903	0.952	90.1	3	HIGH
Q96NI8	0.952	0.881	0.952	71.6	4	HIGH
Q9VCH7	0.952	0.000	0.952	94.1	1	-
Q9VDU4	0.929	0.952	0.952	92.7	5	HIGH
Q9VEK5	0.952	0.910	0.952	82.8	4	HIGH
Q9VGY5	0.952	0.729	0.952	86.6	3	HIGH
Q9VLF1	0.850	0.952	0.952	89.8	3	HIGH
A0A0C4DH27	0.953	0.893	0.953	85.3	5	HIGH
B7ZW38	0.953	0.938	0.953	70.3	5	HIGH
P20232	0.953	0.525	0.953	76.0	8	HIGH
Q8N972	0.953	0.869	0.953	80.5	4	HIGH
Q9P255	0.953	0.822	0.953	73.0	5	HIGH
Q9VCD5	0.953	0.936	0.953	70.6	7	HIGH
Q9VLM9	0.953	0.856	0.953	95.9	4	HIGH
Q9VP47	0.953	0.611	0.953	81.6	4	HIGH
Q9VV83	0.953	0.640	0.953	89.0	4	HIGH
Q9VWM1	0.953	0.739	0.953	86.0	2	HIGH
Q9W245	0.944	0.953	0.953	90.8	9	HIGH
Q9W2I2	0.953	0.000	0.953	95.6	1	-
Q9W459	0.847	0.953	0.953	94.2	4	HIGH
Q9W509	0.953	0.877	0.953	71.7	4	HIGH
A6NDL7	0.954	0.849	0.954	81.6	2	HIGH
Q5JRS4	0.900	0.954	0.954	75.0	3	HIGH
Q6ZMS4	0.954	0.850	0.954	70.4	5	HIGH
Q6ZN68	0.906	0.954	0.954	80.9	1	HIGH
Q8NA75	0.819	0.954	0.954	85.1	4	HIGH
Q8NH09	0.894	0.954	0.954	76.4	3	HIGH
Q9V421	0.954	0.931	0.954	90.5	4	HIGH
Q9VDC8	0.954	0.853	0.954	90.9	4	HIGH
Q9VDP6	0.954	0.000	0.954	80.0	4	HIGH
Q9VGS9	0.954	0.943	0.954	91.6	3	HIGH
Q9VHF2	0.954	0.514	0.954	97.4	3	HIGH
Q9VJR4	0.952	0.954	0.954	85.8	2	HIGH
Q9VRH6	0.954	0.901	0.954	78.9	10	HIGH
Q9VW92	0.954	0.278	0.954	82.1	3	HIGH
Q9Y5H2	0.954	0.786	0.954	75.2	6	HIGH
Q0KI25	0.955	0.882	0.955	79.8	6	HIGH
Q0VDG4	0.710	0.955	0.955	91.8	1	HIGH
Q9UN66	0.955	0.812	0.955	81.0	5	HIGH
Q9VGT5	0.955	0.949	0.955	93.0	3	HIGH
Q9VHF8	0.955	0.928	0.955	90.6	5	HIGH
Q9VKT2	0.951	0.955	0.955	85.3	2	HIGH
Q9VKU5	0.955	0.735	0.955	91.3	4	HIGH
Q9VN19	0.955	0.846	0.955	84.5	2	HIGH
Q9VRQ5	0.919	0.955	0.955	91.9	4	HIGH
Q9VRS8	0.941	0.955	0.955	83.7	5	HIGH
Q9VTB3	0.950	0.955	0.955	85.9	5	HIGH
Q9VV47	0.955	0.952	0.955	96.8	4	HIGH
A1ZAQ7	0.956	0.909	0.956	93.1	3	HIGH
A6NGN9	0.956	0.823	0.956	83.9	7	HIGH
A8MQ14	0.956	0.740	0.956	72.1	5	HIGH
C0HKA4	0.956	0.953	0.956	90.2	5	HIGH
P47883	0.938	0.956	0.956	74.8	3	HIGH
Q8INA0	0.946	0.956	0.956	83.3	3	HIGH
Q8INX8	0.956	0.803	0.956	85.8	3	HIGH
Q8NH55	0.950	0.956	0.956	83.3	4	HIGH
Q96ND8	0.956	0.912	0.956	72.0	4	HIGH
Q9VQT7	0.956	0.945	0.956	92.4	4	HIGH
Q9VUE3	0.956	0.947	0.956	92.4	3	HIGH
Q9VZK5	0.956	0.000	0.956	89.8	3	HIGH
Q9W0C5	0.934	0.956	0.956	79.3	7	HIGH
Q9W127	0.956	0.895	0.956	93.3	3	LOW
Q9W1Q0	0.956	0.873	0.956	82.8	6	HIGH
Q9W2U5	0.956	0.928	0.956	72.2	6	HIGH
Q9W586	0.956	0.902	0.956	82.1	5	HIGH
A0A096LPK9	0.957	0.951	0.957	84.9	4	HIGH
A0A0A0MS00	0.957	0.937	0.957	81.5	5	HIGH
A8DYG0	0.957	0.925	0.957	86.9	6	HIGH
A8JQS3	0.957	0.949	0.957	86.4	4	HIGH
P42936	0.936	0.957	0.957	96.5	5	HIGH
Q0E8N6	0.957	0.884	0.957	79.3	6	HIGH
Q6UWM5	0.957	0.854	0.957	85.3	6	HIGH
Q8IQ51	0.957	0.954	0.957	89.6	4	HIGH
Q8NHK3	0.957	0.760	0.957	72.0	5	HIGH
Q8NHY5	0.957	0.793	0.957	89.3	2	HIGH
Q9VHJ7	0.957	0.553	0.957	85.2	4	HIGH
Q9VHS0	0.957	0.743	0.957	89.3	9	HIGH
Q9VJ11	0.957	0.000	0.957	77.9	2	HIGH
Q9VKP7	0.957	0.897	0.957	82.1	4	HIGH
Q9W1J3	0.957	0.906	0.957	75.7	5	HIGH
Q9W3D5	0.957	0.951	0.957	90.4	4	HIGH
Q9W5G7	0.957	0.947	0.957	73.4	4	HIGH
A0A0B4J245	0.958	0.884	0.958	93.2	5	HIGH
A0A0B4K7T3	0.958	0.919	0.958	91.0	4	HIGH
M9PEV1	0.958	0.937	0.958	76.2	1	HIGH
P36005	0.958	0.927	0.958	81.1	5	HIGH
Q495N2	0.815	0.958	0.958	84.2	1	HIGH
Q6P3V2	0.958	0.769	0.958	76.2	4	HIGH
Q7JWW5	0.898	0.958	0.958	91.4	7	HIGH
Q9ULK6	0.958	0.923	0.958	75.2	4	HIGH
Q9V3T2	0.844	0.958	0.958	88.4	3	HIGH
Q9VDC2	0.958	0.926	0.958	88.9	3	HIGH
Q9VE61	0.958	0.723	0.958	86.8	3	HIGH
Q9VF71	0.958	0.924	0.958	91.4	2	MEDIUM
Q9VIK0	0.958	0.951	0.958	93.9	4	HIGH
Q9VK64	0.958	0.926	0.958	90.4	2	HIGH
Q9VL86	0.958	0.914	0.958	92.3	4	HIGH
Q9VPC2	0.958	0.000	0.958	86.6	3	HIGH
Q9VRI9	0.925	0.958	0.958	92.2	5	HIGH
Q9VT69	0.958	0.000	0.958	73.5	1	HIGH
Q9VVH5	0.958	0.000	0.958	90.9	2	HIGH
Q9VZT0	0.958	0.924	0.958	88.8	5	HIGH
Q9W1F7	0.958	0.639	0.958	78.9	5	HIGH
Q9Y5G1	0.958	0.801	0.958	75.4	6	HIGH
A1ZAA9	0.959	0.812	0.959	90.6	1	HIGH
A1ZBD9	0.959	0.915	0.959	82.8	4	HIGH
Q52M93	0.959	0.724	0.959	75.2	4	HIGH
Q8N0Y3	0.959	0.953	0.959	86.4	4	HIGH
Q8NHW5	0.959	0.869	0.959	79.3	6	HIGH
Q9BQR3	0.959	0.924	0.959	88.5	5	HIGH
Q9H1X3	0.959	0.615	0.959	82.8	3	HIGH
Q9H4G8	0.935	0.959	0.959	82.3	3	HIGH
Q9NY57	0.929	0.959	0.959	85.4	4	HIGH
Q9VA54	0.959	0.943	0.959	82.7	8	HIGH
Q9VDU3	0.927	0.959	0.959	91.9	5	HIGH
Q9VEV7	0.959	0.917	0.959	94.1	4	HIGH
Q9VGE7	0.959	0.940	0.959	94.3	8	HIGH
Q9VJX8	0.936	0.959	0.959	82.7	3	HIGH
Q9VP68	0.959	0.000	0.959	83.6	4	HIGH
Q9VTD7	0.823	0.959	0.959	86.1	1	HIGH
Q9VU13	0.959	0.889	0.959	71.8	5	HIGH
Q9VWR1	0.959	0.923	0.959	84.3	3	HIGH
Q9W0Y2	0.956	0.959	0.959	93.4	4	HIGH
Q9W1Z1	0.959	0.926	0.959	85.8	4	HIGH
Q9W3M6	0.959	0.867	0.959	94.0	3	HIGH
A0A0B4J234	0.960	0.866	0.960	90.6	5	HIGH
A0A0B4KHR2	0.960	0.751	0.960	72.1	6	HIGH
A0A0G2JNH3	0.960	0.953	0.960	85.3	4	HIGH
A1Z6R7	0.960	0.932	0.960	72.8	4	HIGH
A1ZBX6	0.960	0.869	0.960	88.1	3	HIGH
A2A368	0.960	0.715	0.960	74.2	5	HIGH
A6NGN4	0.752	0.960	0.960	84.5	5	HIGH
A6NM45	0.917	0.960	0.960	85.3	3	HIGH
P59095	0.960	0.956	0.960	93.0	3	HIGH
Q68DY1	0.960	0.753	0.960	71.5	5	HIGH
Q8N988	0.960	0.691	0.960	74.8	5	HIGH
Q9V3Z8	0.960	0.766	0.960	88.1	3	HIGH
Q9VAI4	0.960	0.956	0.960	94.9	3	HIGH
Q9VII9	0.960	0.893	0.960	96.3	4	HIGH
Q9VL58	0.960	0.949	0.960	79.1	2	HIGH
Q9VMV0	0.960	0.940	0.960	77.4	2	HIGH
