protein_a	protein_b	template_pdb	min_TM	involves_dark
Q9C969	Q9S7N2	5veh	0.714	0
Q9D7S7	Q9DCA5	8ir3	0.714	1
Q9DCA5	Q9QYL7	8ir3	0.714	1
F4JFN3	Q39043	7kw7	0.714	0
O00567	Q9NQ55	7d5t	0.714	0
O03986	Q39043	7kw7	0.714	0
O22826	Q84W55	7mq9	0.714	0
P0A9N0	P32670	5t1o	0.714	1
P0AA04	P32670	5t1o	0.714	1
P32670	P37349	5t1o	0.714	1
P51818	Q39043	7kw7	0.714	0
P55737	Q39043	7kw7	0.714	0
Q13601	Q9NQ55	7d5t	0.714	0
Q14692	Q9NQ55	7d5t	0.714	0
Q15043	Q9C0K1	8czj	0.714	0
Q39043	Q8VWG7	7kw7	0.714	0
Q8N1S5	Q9C0K1	8czj	0.714	1
Q9C0K1	Q9NUM3	8czj	0.714	0
Q9NQ55	Q9Y5J1	7d5t	0.714	0
A0A1I9LM22	P38420	9bcu	0.714	1
A0A1I9LM22	Q8LFJ6	9bcu	0.714	1
A0A1I9LM22	Q9LK40	9bcu	0.714	1
A0A1I9LM22	Q9SYA6	9bcu	0.714	1
O00571	Q14240	5e7i	0.714	0
O14561	Q7Z7F7	7po4	0.714	0
O54907	Q9QZM4	7kp8	0.714	1
P14735	Q10713	5wob	0.714	0
P21453	P62873	8dzq	0.714	0
P82663	Q7Z7F7	7po4	0.714	0
P97452	Q9WV70	7r7a	0.714	1
Q7Z7F7	Q96EL3	7po4	0.714	0
Q7Z7F7	Q9BYD3	7po4	0.714	0
Q7Z7F7	Q9NQ50	7po4	0.714	0
Q7Z7F7	Q9P015	7po4	0.714	0
Q8QZS1	Q9CQ40	5mrc	0.714	0
Q924T2	Q9CQ40	5mrc	0.714	0
Q99N87	Q9CQ40	5mrc	0.714	0
Q99N89	Q9CQ40	5mrc	0.714	0
Q9CPX7	Q9CQ40	5mrc	0.714	0
Q9CQ40	Q9CR88	5mrc	0.714	0
Q9CQ40	Q9D125	5mrc	0.714	0
Q9D1H8	Q9D8P4	9g6k	0.714	0
Q9W021	Q9W199	7ryh	0.714	0
E9Q5R7	Q2LKU9	7pzc	0.714	0
F4J390	O22785	5yzg	0.714	1
P41002	Q96GD4	8vq4	0.714	0
Q2LKU9	Q66X03	7pzc	0.714	0
Q2LKU9	Q91WS2	7pzc	0.714	0
Q9CZD3	Q9JJL8	6nab	0.714	0
O60258	Q9UEF7	5w21	0.714	0
P22087	Q9H7B2	6rxt	0.714	0
P34791	Q944B0	7wg5	0.714	0
P60843	Q62167	5e7i	0.714	0
Q13895	Q9H7B2	6rxt	0.714	0
Q15008	Q99436	6epd	0.714	0
Q6P6J4	Q9D6Z0	4nj4	0.714	0
Q944B0	Q9ASS6	7wg5	0.714	0
Q969X6	Q9H7B2	6rxt	0.714	0
Q9BQ67	Q9H7B2	6rxt	0.714	0
Q9BV38	Q9H7B2	6rxt	0.714	0
Q9BVI4	Q9H7B2	6rxt	0.714	0
Q9VPS5	Q9VU35	5opx	0.714	1
O35680	Q9D1H8	8apo	0.713	0
P02828	Q8INI8	7kw7	0.713	0
P09435	P15108	7kw7	0.713	0
Q13478	Q9NPH3	5vi4	0.713	0
Q8BU88	Q9D1H8	8apo	0.713	0
Q8INI8	Q9VPN5	7kw7	0.713	0
Q99N92	Q9D1H8	8apo	0.713	0
Q9D1B9	Q9D1H8	8apo	0.713	0
Q9Y3T9	Q9Y6V7	8fkw	0.713	0
A1Z9A8	Q9VSW4	6zs9	0.713	0
P35244	P49642	8d0k	0.713	0
P62487	Q00403	6eu0	0.713	0
Q4U2R8	Q8TCC7	6g9x	0.713	0
Q8IP62	Q9VSW4	6zs9	0.713	0
Q94A52	Q9SXH3	8fkw	0.713	1
Q94A52	Q9ZPV5	8fkw	0.713	0
Q94JU3	Q9FVU9	8h3f	0.713	0
Q9VCX3	Q9VSW4	6zs9	0.713	0
Q9VE04	Q9VSW4	6zs9	0.713	0
Q9VPL3	Q9VSW4	6zs9	0.713	0
Q9VSW4	Q9VU36	6zs9	0.713	0
Q9VSW4	Q9W021	6zs9	0.713	0
Q9VVX4	Q9VW14	7aoi	0.713	1
Q9VW14	Q9W0S6	7aoi	0.713	1
E9PWZ3	Q9D8M4	8fks	0.713	0
F4HQX6	F4K0D3	5mzh	0.713	1
F4K0D3	Q94BQ3	5mzh	0.713	0
O70394	P53347	8v2a	0.713	0
O70591	P80315	6nr8	0.713	0
O70591	P80317	6nr8	0.713	0
O70591	Q03958	6nr8	0.713	0
P0CX33	P32611	8c3a	0.713	0
P53943	Q07824	6e9o	0.713	0
P62878	Q8VBV4	6ttu	0.713	0
P70279	Q9D8M4	8fks	0.713	0
Q8BKS9	Q8VI84	8ia0	0.713	1
Q8K224	Q9DCA5	5jpq	0.713	1
Q8VBV4	Q9JLV5	6ttu	0.713	0
Q8VBV4	Q9WTX6	6ttu	0.713	0
Q8VI84	Q9CPR4	8ia0	0.713	0
Q8VI84	Q9D0I8	8ia0	0.713	1
P07901	P17156	7kw7	0.713	0
P11499	P17156	7kw7	0.713	0
P38883	Q12024	7uwf	0.713	0
P92557	Q9FNH2	8ipb	0.713	1
Q80X85	Q9D773	8uu5	0.713	0
Q8GSJ1	Q9LX30	8oy0	0.713	0
Q9LX30	Q9S762	8oy0	0.713	0
Q9VFB2	Q9VYI3	6gb2	0.713	0
Q9VMY1	Q9VXP3	7a5g	0.713	0
O14775	P63215	8wcb	0.713	0
P16520	P63215	8wcb	0.713	0
P19889	Q9VTF8	4v6u	0.713	0
P38605	Q1G1A4	8paj	0.713	0
P42747	Q9C9L0	8rx0	0.713	0
P62873	P63215	8wcb	0.713	0
P62879	P63215	8wcb	0.713	0
P63215	Q9HAV0	8wcb	0.713	0
Q42540	Q9C9L0	8rx0	0.713	0
Q42541	Q9C9L0	8rx0	0.713	0
A0A075B6S2	P10747	5wtt	0.713	1
P19253	P97452	8ia0	0.713	0
P97452	Q8BKS9	8ia0	0.713	1
P97452	Q8CBC7	8ia0	0.713	1
P97452	Q9CPY0	8ia0	0.713	0
P97452	Q9D0I8	8ia0	0.713	1
P97452	Q9D8M4	8ia0	0.713	0
Q13002	Q8NC67	7f5b	0.713	1
F4J2T9	P92948	5mq0	0.713	1
O49433	Q9FFP5	8rbz	0.713	1
P00959	P07813	4mwe	0.713	0
P0A7Z4	P0AFW0	8upo	0.713	0
P62072	Q53H12	6lo8	0.713	0
Q8GUU3	Q9FFP5	8rbz	0.713	1
Q8LG98	Q9C918	3von	0.713	1
Q9VFB2	Q9W2M8	8oiq	0.713	0
F4IMH3	Q9M223	6rxt	0.713	0
F4IRI1	Q9M223	6rxt	0.713	1
F4KCY1	Q9M223	6rxt	0.713	1
O04658	Q9M223	6rxt	0.713	0
O43674	O95139	8ueu	0.713	0
O60508	Q99459	6exn	0.713	0
O95139	P03886	8ueu	0.713	0
O95139	P19404	8ueu	0.713	0
O95139	P56556	8ueu	0.713	0
P02406	P53742	8fl4	0.713	0
P05748	P53742	8fl4	0.713	0
P16521	Q03195	7dd0	0.713	0
P25382	P53742	8fl4	0.713	0
P26321	P53742	8fl4	0.713	0
P42036	Q9M223	6rxt	0.713	0
P48234	P53742	8fl4	0.713	0
P53742	Q02753	8fl4	0.713	0
P53742	Q12024	8fl4	0.713	0
Q42262	Q9M223	6rxt	0.713	0
Q7KVP9	Q8MSX2	5oqm	0.713	0
Q8MSX2	Q9VNP8	5oqm	0.713	0
Q8MSX2	Q9W484	5oqm	0.713	0
Q8RWS4	Q9M223	6rxt	0.713	0
Q8RX87	Q9FT97	7exf	0.713	0
Q8RXU6	Q9M223	6rxt	0.713	0
Q8VYZ5	Q9M223	6rxt	0.713	0
Q94A08	Q9FT97	7exf	0.713	0
Q94AH9	Q9M223	6rxt	0.713	0
Q9ASU7	Q9M223	6rxt	0.713	0
Q9C578	Q9M223	6rxt	0.713	1
Q9CAV0	Q9M223	6rxt	0.713	0
Q9CAX6	Q9M223	6rxt	0.713	0
Q9FEF8	Q9M223	6rxt	0.713	0
Q9FHB3	Q9M223	6rxt	0.713	1
Q9FMU5	Q9M223	6rxt	0.713	0
Q9FND9	Q9FT97	7exf	0.713	0
Q9FT97	Q9SYJ4	7exf	0.713	0
Q9LE16	Q9M223	6rxt	0.713	0
Q9LIM7	Q9M223	6rxt	0.713	1
Q9LMI1	Q9M223	6rxt	0.713	0
Q9M223	Q9M2Q4	6rxt	0.713	0
Q9M223	Q9MAB3	6rxt	0.713	0
Q9M223	Q9S826	6rxt	0.713	0
Q9M223	Q9SGT7	6rxt	0.713	0
Q9M223	Q9SIH0	6rxt	0.713	0
Q9M223	Q9XIK4	6rxt	0.713	0
A0A1I9LMM7	Q9FJ98	7z1m	0.713	1
A0A1I9LMM7	Q9SJ96	7z1m	0.713	1
A8K7I4	Q14CN2	4a0q	0.713	0
O00571	P38919	5e7i	0.713	0
O82264	Q9LPT6	5v5g	0.713	0
P17844	P38919	5e7i	0.713	0
P38919	Q92841	5e7i	0.713	0
P41208	Q12798	6dah	0.713	0
P41216	Q9QUJ7	1v26	0.713	0
Q7Z4L5	Q9HBG6	8bbe	0.713	0
Q8VBW6	Q9CY34	6nya	0.713	0
Q91WC3	Q9QUJ7	1v26	0.713	0
Q9C6S4	Q9SQZ0	3ob6	0.713	1
Q9C6S5	Q9SQZ0	3ob6	0.713	1
Q9FFL1	Q9SQZ0	3ob6	0.713	1
Q9LH39	Q9SQZ0	3ob6	0.713	1
Q9LHN7	Q9SQZ0	3ob6	0.713	1
P02930	P75830	5ng5	0.713	0
P26951	Q9GZX6	6weo	0.713	0
P32571	P50101	2y6e	0.713	0
Q0E940	Q9VXK6	8pj2	0.713	1
Q0WVH0	Q7FGZ2	8fkw	0.713	0
Q7FGZ2	Q9ASU7	8fkw	0.713	0
Q7FGZ2	Q9S826	8fkw	0.713	0
Q7FGZ2	Q9SXH3	8fkw	0.713	1
Q84L08	Q9SUV2	5ogk	0.713	0
Q8VYL3	Q9LX20	5nfg	0.713	0
Q941R4	Q9SUV2	5ogk	0.713	0
Q9LE73	Q9SJC4	3gwy	0.713	0
Q9LPU2	Q9SUV2	5ogk	0.713	0
Q9LX20	Q9XEC4	5nfg	0.713	0
Q9M9S6	Q9SUV2	5ogk	0.713	0
Q9VD52	Q9W0R0	6exn	0.713	0
O00311	P33992	7pt6	0.712	0
O23239	Q9LSP7	8jwu	0.712	0
P05740	P53734	8i9w	0.712	0
P0C074	Q00916	6g90	0.712	0
P10962	P53734	8i9w	0.712	0
P14126	P53734	8i9w	0.712	0
P21917	P50150	7x5h	0.712	0
P31334	Q05863	7nqh	0.712	0
P34969	P50150	7x5h	0.712	0
P35462	P50150	7x5h	0.712	0
P38203	Q00916	6g90	0.712	0
P39682	Q00916	6g90	0.712	0
P39744	P53734	8i9w	0.712	0
P41916	Q8H0U4	1qbk	0.712	0
P41917	Q8H0U4	1qbk	0.712	0
P42743	Q9LSP7	8jwu	0.712	0
P42748	Q9LSP7	8jwu	0.712	0
P43321	Q00916	6g90	0.712	0
P46990	P53734	8i9w	0.712	0
P47898	P50150	7x5h	0.712	0
P53734	P53742	8i9w	0.712	0
P53734	Q02892	8i9w	0.712	0
P54999	Q00916	6g90	0.712	0
Q00916	Q02260	6g90	0.712	0
Q00916	Q02554	6g90	0.712	0
Q00916	Q03782	6g90	0.712	0
Q00916	Q04693	6g90	0.712	0
Q00916	Q06217	6g90	0.712	0
Q00916	Q06835	6g90	0.712	0
Q00916	Q08963	6g90	0.712	0
Q03201	Q05863	7nqh	0.712	0
Q8BGV0	Q99M01	4p75	0.712	0
Q8H0U4	Q8H156	1qbk	0.712	0
Q8H0U4	Q9FLQ3	1qbk	0.712	1
Q93YP0	Q9LSP7	8jwu	0.712	0
Q9FWT2	Q9LSP7	8jwu	0.712	0
Q9H4K7	Q9NWU5	8ia0	0.712	0
Q9LSP7	Q9SVD7	8jwu	0.712	0
F4IH25	F4K455	6nd4	0.712	0
F4IH25	O04658	6nd4	0.712	0
F4IH25	Q94AH9	6nd4	0.712	0
F4IH25	Q9FEF8	6nd4	0.712	0
F4IH25	Q9FHB3	6nd4	0.712	1
F4IH25	Q9LEY9	6nd4	0.712	0
F4IH25	Q9MAB3	6nd4	0.712	0
F4IH25	Q9S9P1	6nd4	0.712	0
F4IH25	Q9SGT7	6nd4	0.712	0
F4IH25	Q9SKZ3	6nd4	0.712	0
P06576	P24539	6tt7	0.712	0
P0A707	P0AG63	7aor	0.712	0
P24539	P25705	6tt7	0.712	0
P24539	P30049	6tt7	0.712	0
P33401	Q03262	5vin	0.712	0
P36578	Q6DKI1	7cpv	0.712	0
P37012	Q03262	5vin	0.712	0
P39019	Q6DKI1	7cpv	0.712	0
P41916	Q9FJD4	2bku	0.712	0
P41917	Q9FJD4	2bku	0.712	0
P62266	Q9H6R4	6zqf	0.712	0
P62266	Q9HB96	6zqf	0.712	0
P62906	P82675	7p7t	0.712	0
P62906	P82912	7p7t	0.712	0
P63220	Q6DKI1	7cpv	0.712	0
P81909	Q9VT92	8z9z	0.712	0
P81912	Q9VT92	8z9z	0.712	0
P81917	Q9VT92	8z9z	0.712	0
P81922	Q9VT92	8z9z	0.712	0
P82982	Q9VT92	8z9z	0.712	0
Q02878	Q6DKI1	7cpv	0.712	0
Q8BIP0	Q99MN1	4ex5	0.712	0
Q8H156	Q9FJD4	2bku	0.712	0
Q9FJD4	Q9FLQ3	2bku	0.712	1
Q9V8Y7	Q9VT92	8z9z	0.712	0
Q9V9I4	Q9VT92	8z9z	0.712	0
Q9VAZ3	Q9VT92	8z9z	0.712	0
Q9VDM1	Q9VT92	8z9z	0.712	1
Q9VFN2	Q9VT92	8z9z	0.712	0
Q9VGZ2	Q9VKJ4	8r1o	0.712	0
Q9VHQ7	Q9VT92	8z9z	0.712	0
Q9VHS4	Q9VT92	8z9z	0.712	0
Q9VK19	Q9VKJ4	8r1o	0.712	0
Q9VKJ4	Q9VW53	8r1o	0.712	0
Q9VKJ4	Q9W1M9	8r1o	0.712	0
Q9VNB5	Q9VT92	8z9z	0.712	0
Q9VPT1	Q9VT92	8z9z	0.712	0
Q9VT08	Q9VT92	8z9z	0.712	0
Q9VT92	Q9W3I5	8z9z	0.712	0
F4HWQ8	Q9LVA3	1x8z	0.712	0
F4HWQ8	Q9LVA4	1x8z	0.712	0
O04249	Q39231	8tgn	0.712	0
P19438	Q07011	4rsu	0.712	0
P25942	Q07011	4rsu	0.712	0
P32970	Q07011	4rsu	0.712	0
P32971	Q07011	4rsu	0.712	0
P35614	P49689	6p5n	0.712	0
Q07011	Q92956	4rsu	0.712	0
Q8H1F6	Q9LYK7	8inf	0.712	0
P40474	Q07824	6e9o	0.712	0
P62962	Q9Z207	8rty	0.712	0
Q9D6I3	Q9Z207	8rty	0.712	0
Q9DAD6	Q9Z207	8rty	0.712	0
Q9JJV2	Q9Z207	8rty	0.712	0
Q9SL49	Q9SUP1	4nj4	0.712	0
O60894	P32241	7tyx	0.712	0
O60895	P32241	7tyx	0.712	0
O60896	P32241	7tyx	0.712	0
P30285	Q62447	6p8h	0.712	0
Q05123	Q12386	4i6m	0.712	0
Q11201	Q92185	5bo9	0.712	0
Q53H12	Q9BSF4	7cgp	0.712	0
Q62447	Q64261	6p8h	0.712	0
Q8WVY7	Q9GZU7	4qqf	0.712	0
Q9BSF4	Q9Y584	7cgp	0.712	0
P04449	P10664	9cai	0.712	0
P04449	P35996	9cai	0.712	0
P04449	P40693	9cai	0.712	0
P04449	P49626	9cai	0.712	0
P04449	Q03201	9cai	0.712	0
P05317	P53136	6uz7	0.712	0
P05737	P53136	6uz7	0.712	0
P05740	P53136	6uz7	0.712	0
P05744	P53136	6uz7	0.712	0
P05749	P53136	6uz7	0.712	0
P0C2H6	P53136	6uz7	0.712	0
P0C2H7	P53136	6uz7	0.712	0
P0C2H8	P53136	6uz7	0.712	0
P0CX23	P53136	6uz7	0.712	0
P0CX49	P53136	6uz7	0.712	0
P10664	P53136	6uz7	0.712	0
P14120	P53136	6uz7	0.712	0
P17076	P53136	6uz7	0.712	0
P19387	Q9NVU0	7du2	0.712	0
P25377	P53912	6z42	0.712	0
P26321	P53136	6uz7	0.712	0
P38061	P53136	6uz7	0.712	0
P46990	P53136	6uz7	0.712	0
P49167	P53136	6uz7	0.712	0
P53136	P87262	6uz7	0.712	0
P53136	Q02326	6uz7	0.712	0
P53136	Q02753	6uz7	0.712	0
P53136	Q12690	6uz7	0.712	0
Q9V3P2	Q9VAB9	6rxy	0.712	0
Q9VHL2	Q9VUR7	7ylx	0.712	1
A1Z198	Q66X03	7pzc	0.712	0
A1Z198	Q91WS2	7pzc	0.712	0
F4HYH6	Q9FJD0	3lha	0.712	0
F4HYH6	Q9T091	3lha	0.712	1
F4JFN3	Q9C7X7	7kw7	0.712	0
O03986	Q9C7X7	7kw7	0.712	0
O43242	Q8N594	8amz	0.712	0
P23743	Q8TCT0	3s40	0.712	0
P51818	Q9C7X7	7kw7	0.712	0
P55036	Q8N594	8amz	0.712	0
P55737	Q9C7X7	7kw7	0.712	0
Q13596	Q9Y5X2	8afz	0.712	0
Q86XE0	Q9Y5X2	8afz	0.712	0
Q8N594	Q9UNM6	8amz	0.712	0
Q8VWG7	Q9C7X7	7kw7	0.712	0
Q9C7X7	Q9SIF2	7kw7	0.712	0
Q9C7X7	Q9STH1	7kw7	0.712	0
Q9UNH7	Q9Y5X2	8afz	0.712	0
Q9V3Y3	Q9VAN1	2zot	0.712	1
Q9V3Z4	Q9VCY3	4d10	0.712	0
Q9Y5X2	Q9Y5X3	8afz	0.712	0
A1Z9J6	Q9W1L1	9g6k	0.712	0
A1ZBT5	Q9VSF2	7enj	0.712	0
P0AA89	P75800	5m3c	0.712	0
P0AAP1	P75800	5m3c	0.712	0
P13060	Q9VKC1	7oyc	0.712	1
P14869	Q9D0T1	4v9f	0.712	0
P23724	Q04062	4cr3	0.712	0
P30557	P50153	7ezh	0.712	0
P30557	P63213	7ezh	0.712	0
P31129	P75800	5m3c	0.712	0
P32524	P40089	7oqe	0.712	0
P40304	Q7KLV9	6epf	0.712	0
P40304	Q9V405	6epf	0.712	0
P40304	Q9VH79	6epf	0.712	1
P40475	Q07824	6e9o	0.712	0
P46139	P75800	5m3c	0.712	0
P75800	P75801	5m3c	0.712	0
P75800	P75908	5m3c	0.712	0
P75800	P76147	5m3c	0.712	0
P75800	P76236	5m3c	0.712	0
P75800	P76237	5m3c	0.712	0
P75800	P76245	5m3c	0.712	0
P75800	P76330	5m3c	0.712	0
P75800	P77302	5m3c	0.712	0
Q3TCH7	Q9Z1K5	7b5s	0.712	0
Q704Y3	Q9QZC1	8t3l	0.712	0
Q9GU68	Q9VKC1	7oyc	0.712	0
Q9QZC1	Q9WTR1	8t3l	0.712	0
Q9VAX8	Q9VKC1	7oyc	0.712	0
Q9VKC1	Q9VV61	7oyc	0.712	0
Q9VYI3	Q9W1L1	9g6k	0.712	0
O49354	Q9LVC8	2o57	0.712	0
O49354	Q9LY74	2o57	0.712	0
O60832	Q3MIT2	8ouf	0.712	0
P0AAK1	P16433	7z0t	0.712	0
P0AAK4	P16433	7z0t	0.712	0
P27487	Q9UHL4	4g1f	0.712	0
P50608	Q62000	4r07	0.712	0
P60604	Q8N2K1	8v0d	0.712	0
Q3MIT2	Q8WWH5	8ouf	0.712	0
Q8NI36	Q9NVP1	7znk	0.712	0
F4JFN3	Q9S9N1	7kw7	0.712	0
O03986	Q9S9N1	7kw7	0.712	0
P0A7Z4	P24255	8f1i	0.712	0
P51818	Q9S9N1	7kw7	0.712	0
P53877	Q12024	8qzs	0.712	0
P55737	Q9S9N1	7kw7	0.712	0
P59768	Q5T601	6wzg	0.712	0
Q38942	Q9M3B4	5wlc	0.712	0
Q38942	Q9SIB8	5wlc	0.712	1
Q38942	Q9SK69	5wlc	0.712	0
Q8VWG7	Q9S9N1	7kw7	0.712	0
Q9LNB6	Q9S9N1	7kw7	0.712	0
Q9S9N1	Q9SIF2	7kw7	0.712	0
Q9S9N1	Q9STH1	7kw7	0.712	0
P0ADC3	P75831	8tzj	0.711	0
P0ADC3	P75957	8tzj	0.711	0
P54279	Q9QUM7	7aib	0.711	0
Q13616	Q9UJT9	8ubu	0.711	0
Q13951	Q15370	4n9f	0.711	0
Q13951	Q93034	4n9f	0.711	0
Q8VI84	Q9CZM2	8v87	0.711	0
Q9JK91	Q9QUM7	7aib	0.711	0
O22607	Q9SK69	5xwr	0.711	0
O75964	P24539	7ajb	0.711	0
O82497	Q9FNH2	8fl4	0.711	1
O95139	P03923	7qso	0.711	0
O95139	Q16795	7qso	0.711	0
P24539	P36542	7ajb	0.711	0
Q01820	Q9W5E1	8h33	0.711	0
Q80ZM3	Q9D853	3grz	0.711	1
Q9BQ67	Q9BSC4	6rxt	0.711	0
Q9BSC4	Q9H7B2	6rxt	0.711	0
Q9BSC4	Q9NV06	6rxt	0.711	0
Q9LF27	Q9SK69	5xwr	0.711	0
Q9SK69	Q9XF57	5xwr	0.711	0
F4HWZ4	F4I8Y4	1x8z	0.711	1
F4I8Y4	Q2V3Y1	1x8z	0.711	1
F4I8Y4	Q9FJR7	1x8z	0.711	1
F4I8Y4	Q9SIC6	1x8z	0.711	1
F4IDJ0	Q7FGZ2	8fkx	0.711	0
F4J2T9	Q9ZT71	8h6e	0.711	1
O15033	P51668	3jvz	0.711	0
Q11204	Q9WUV2	6apj	0.711	1
Q92905	Q9BX70	8h3f	0.711	0
Q92905	Q9H0C5	8h3f	0.711	0
Q92905	Q9H9Q2	8h3f	0.711	0
Q92905	Q9UBW8	8h3f	0.711	0
Q92989	Q9BSV6	8hmz	0.711	0
F4J2T9	Q9SAI5	7oyc	0.711	1
F4JB05	Q9SAI5	7oyc	0.711	0
F4JUA4	Q9LVJ4	2uve	0.711	1
F4JWP9	Q9SAI5	7oyc	0.711	0
O23708	Q9SL67	6epf	0.711	0
O23712	Q9SL67	6epf	0.711	0
O43402	Q9Y3B6	4ocn	0.711	0
P25039	P36520	7pjz	0.711	0
P33753	P46959	3lbf	0.711	0
P34066	Q9SL67	6epf	0.711	0
Q8L4A7	Q9SL67	6epf	0.711	0
Q8TDD1	Q9Y2R4	5e7i	0.711	0
Q93VP3	Q9SAI5	7oyc	0.711	0
Q9ASR1	Q9SAI5	7oyc	0.711	0
Q9C505	Q9SAI5	7oyc	0.711	0
Q9LNC5	Q9SAI5	7oyc	0.711	0
Q9SAI5	Q9XI91	7oyc	0.711	0
Q9SAI5	Q9XJ27	7oyc	0.711	0
F4J2T9	Q9LS97	8i0w	0.711	1
O35103	Q62000	4r07	0.711	0
O35864	Q9CZ04	8h3f	0.711	1
P33201	P53145	8inf	0.711	0
P53145	P53261	8inf	0.711	0
P53145	P53313	8inf	0.711	0
Q84TI6	Q8W5S1	7kpx	0.711	0
Q9VCQ3	Q9VND4	8eat	0.711	1
Q9VND4	Q9W4P5	8eat	0.711	1
P28843	Q9ET22	5yp1	0.711	0
P32921	Q8BYL4	2cyb	0.711	0
P33201	P38805	7ohw	0.711	0
Q8BHY2	Q9CZU3	6lqs	0.711	0
Q8BHY2	Q9JHI7	6lqs	0.711	0
Q8BYL4	Q9CYK1	2cyb	0.711	0
Q8RXX5	Q9LK61	6ywy	0.711	0
F4JIN3	Q9SIB8	3jcr	0.711	1
O23290	P49177	4v7e	0.711	0
O23290	P56802	4v7e	0.711	0
O23290	Q9LY66	4v7e	0.711	0
Q13286	Q8NHS3	6ob6	0.711	0
Q14916	Q9NSA0	5c65	0.711	0
Q64527	Q6DID7	8tzr	0.711	0
Q6PAC3	Q9DCA5	5oql	0.711	1
Q8VCY6	Q9DCA5	5oql	0.711	1
Q8VYI0	Q9SIB8	3jcr	0.711	1
Q9C6K5	Q9LK52	8xi2	0.711	0
Q9C6K5	Q9SIB8	3jcr	0.711	1
Q9C928	Q9M223	6rxt	0.711	0
Q9DCA5	Q9JJT0	5oql	0.711	1
Q9LMN4	Q9SIB8	3jcr	0.711	1
Q9SI54	Q9SIB8	3jcr	0.711	1
Q9VS00	Q9VXP5	6u42	0.711	1
A8R7K9	F4HYH6	7blq	0.711	0
F4HYH6	Q7X659	7blq	0.711	0
F4HYH6	Q9FG38	7blq	0.711	0
P08708	P57772	8g5z	0.711	0
P11310	P13804	2a1t	0.711	0
P13804	P16219	2a1t	0.711	0
P13804	P26440	2a1t	0.711	0
P13804	P28330	2a1t	0.711	0
P13804	P45954	2a1t	0.711	0
P13804	P49748	2a1t	0.711	0
P13804	Q9UKU7	2a1t	0.711	0
P15880	P57772	8g5z	0.711	0
Q15050	Q8TDN6	8ir3	0.711	0
Q6P5R6	Q8TDN6	8ir3	0.711	0
Q8TDN6	Q9ULW3	8ir3	0.711	0
Q91WG3	Q9CQS2	3u28	0.711	1
Q8L828	Q9SV20	5nzt	0.711	0
Q9C827	Q9SV20	5nzt	0.711	1
Q9CAA0	Q9SV20	5nzt	0.711	0
F4HQX6	Q94BQ3	5mzh	0.711	1
O09061	P62196	6fvw	0.711	0
P38055	P39352	8yf1	0.711	0
P38055	P77589	8yf1	0.711	0
P38358	Q08902	8tgg	0.711	0
P38779	Q04225	6zqc	0.711	0
P38779	Q05498	6zqc	0.711	0
P38779	Q06506	6zqc	0.711	0
P38779	Q12339	6zqc	0.711	0
P42734	Q9SAH9	8j9i	0.711	0
P51944	P97477	8vq4	0.711	0
P59231	Q96327	6zme	0.711	0
P61201	Q13619	6r7f	0.711	0
Q13098	Q13619	6r7f	0.711	0
Q13619	Q15370	6r7f	0.711	0
Q13619	Q99627	6r7f	0.711	0
Q13619	Q9H9Q2	6r7f	0.711	0
Q13619	Q9UBW8	6r7f	0.711	0
Q5RJG1	Q9DCA5	6zqe	0.711	1
Q91VH2	Q9D8U8	2rai	0.711	0
A8MYU2	Q16558	6v22	0.710	0
O75683	Q6DKI1	8fks	0.710	0
O95347	Q9BPX3	6yvd	0.710	0
P0AEF8	P23843	8xfc	0.710	0
P0CG49	Q3UCV8	4fjv	0.710	0
P0CG50	Q3UCV8	4fjv	0.710	0
P14148	Q4VBE8	8eug	0.710	0
P47963	Q4VBE8	8eug	0.710	0
P61358	Q4VBE8	8eug	0.710	0
P62900	Q4VBE8	8eug	0.710	0
P62918	Q4VBE8	8eug	0.710	0
Q12791	Q16558	6v22	0.710	0
Q3UCV8	Q9WUB0	4fjv	0.710	0
Q4VBE8	Q9CXW4	8eug	0.710	0
Q4VBE8	Q9JJI8	8eug	0.710	0
P32780	P52434	8umh	0.710	0
P39014	P50082	6rxt	0.710	0
Q13616	Q9H469	8ubu	0.710	0
Q24216	Q9VEC1	7enc	0.710	0
Q24320	Q9VEC1	7enc	0.710	0
Q9VC49	Q9VEC1	7enc	0.710	1
O70422	P52432	7lbm	0.710	1
P06839	P35189	5sva	0.710	0
P08962	P48509	6wvg	0.710	0
P0AB89	P11447	5hw2	0.710	0
P0CG49	Q8C7R4	3gzn	0.710	0
P12881	Q9VIJ5	8tm4	0.710	0
P27701	P48509	6wvg	0.710	0
P29055	P35189	5sva	0.710	0
P35189	Q00578	5sva	0.710	0
P52432	Q921D4	7lbm	0.710	0
P52432	Q9CXU1	7lbm	0.710	0
Q84W56	Q9LKF9	6v4x	0.710	0
Q84W56	Q9SSF1	6v4x	0.710	0
Q84W56	Q9SY09	6v4x	0.710	0
Q9VIJ5	Q9VK14	8tm4	0.710	0
P06879	P34902	3hhr	0.710	0
P21453	P61073	6b73	0.710	0
P24814	P52286	6o60	0.710	0
P70195	Q99JI4	6epd	0.710	0
Q11201	Q969X2	5bo9	0.710	0
Q16842	Q969X2	5bo9	0.710	0
Q3UP24	Q8CCN1	4kxf	0.710	0
O14775	P50150	8wcb	0.710	0
O60879	P07737	8rty	0.710	0
O60879	Q8NHR9	8rty	0.710	0
