accession	go_term	branch	confidence	arm	outcome	source
P93045	GO:0035060	cellular_component	0.3980	SS	unconfirmed	GOA-timesplit-2023-07-12
P93045	GO:0001650	cellular_component	0.3760	SS	unconfirmed	GOA-timesplit-2023-07-12
P93045	GO:0001741	cellular_component	0.3760	SS	unconfirmed	GOA-timesplit-2023-07-12
P93285	GO:0005739	cellular_component	0.5520	SS	supported	GOA-timesplit-2023-07-12
P93285	GO:0005743	cellular_component	0.5240	SS	unconfirmed	GOA-timesplit-2023-07-12
P93285	GO:0045277	cellular_component	0.5240	SS	unconfirmed	GOA-timesplit-2023-07-12
P93298	GO:0005743	cellular_component	0.3900	SS	unconfirmed	GOA-timesplit-2023-07-12
P93306	GO:0005654	cellular_component	0.7590	SS	unconfirmed	GOA-timesplit-2023-07-12
P93306	GO:0005743	cellular_component	0.7590	SS	unconfirmed	GOA-timesplit-2023-07-12
P93306	GO:0005759	cellular_component	0.7590	SS	unconfirmed	GOA-timesplit-2023-07-12
P93313	GO:0005743	cellular_component	0.3510	SS	unconfirmed	GOA-timesplit-2023-07-12
P97376	GO:0071013	cellular_component	0.9720	SS	unconfirmed	GOA-timesplit-2023-07-12
P97376	GO:0005737	cellular_component	0.4770	SS	supported	GOA-timesplit-2023-07-12
P97950	GO:0000139	cellular_component	0.9830	SS	unconfirmed	GOA-timesplit-2023-07-12
P97950	GO:0005796	cellular_component	0.7080	SS	unconfirmed	GOA-timesplit-2023-07-12
P97950	GO:0005801	cellular_component	0.5200	SS	unconfirmed	GOA-timesplit-2023-07-12
P98205	GO:0045202	cellular_component	0.3640	SS	unconfirmed	GOA-timesplit-2023-07-12
P98205	GO:0005783	cellular_component	0.3570	SS	supported	GOA-timesplit-2023-07-12
P98205	GO:0005829	cellular_component	0.3570	SS	unconfirmed	GOA-timesplit-2023-07-12
P99025	GO:0005654	cellular_component	0.9280	SS	unconfirmed	GOA-timesplit-2023-07-12
P99025	GO:0005829	cellular_component	0.9280	SS	unconfirmed	GOA-timesplit-2023-07-12
P99025	GO:0030425	cellular_component	0.9280	SS	unconfirmed	GOA-timesplit-2023-07-12
Q00874	GO:0005829	cellular_component	0.5840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q00874	GO:0009506	cellular_component	0.5840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q00874	GO:0048046	cellular_component	0.5840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q00889	GO:0070021	cellular_component	0.8860	SS	unconfirmed	GOA-timesplit-2023-07-12
Q00889	GO:0005576	cellular_component	0.8730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q00889	GO:0035579	cellular_component	0.6070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q00941	GO:0030526	cellular_component	0.3490	SS	unconfirmed	GOA-timesplit-2023-07-12
Q01802	GO:0005739	cellular_component	0.3840	SS	supported	GOA-timesplit-2023-07-12
Q01802	GO:0005743	cellular_component	0.3660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q01802	GO:0005759	cellular_component	0.3660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q02284	GO:0005886	cellular_component	0.9450	SS	supported	GOA-timesplit-2023-07-12
Q02284	GO:0042734	cellular_component	0.4850	SS	unconfirmed	GOA-timesplit-2023-07-12
Q02284	GO:0098666	cellular_component	0.4850	SS	unconfirmed	GOA-timesplit-2023-07-12
Q02895	GO:0043231	cellular_component	0.7462	SS	unconfirmed	GOA-timesplit-2023-07-12
Q02895	GO:0005829	cellular_component	0.7414	SS	supported	GOA-timesplit-2023-07-12
Q02895	GO:0012505	cellular_component	0.7370	SS	unconfirmed	GOA-timesplit-2023-07-12
Q03958	GO:0016272	cellular_component	0.9840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q03958	GO:1990062	cellular_component	0.9840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q03958	GO:0005737	cellular_component	0.4740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q04689	GO:0005829	cellular_component	0.3330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q05473	GO:0005739	cellular_component	0.3250	SS	supported	GOA-timesplit-2023-07-12
Q05473	GO:0009507	cellular_component	0.3250	SS	unconfirmed	GOA-timesplit-2023-07-12
Q05863	GO:0005739	cellular_component	0.5360	SS	supported	GOA-timesplit-2023-07-12
Q05863	GO:0005759	cellular_component	0.4790	SS	unconfirmed	GOA-timesplit-2023-07-12
Q05863	GO:0005634	cellular_component	0.4730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q058P6	GO:0009536	cellular_component	0.6970	SS	supported	GOA-timesplit-2023-07-12
Q058P6	GO:0009507	cellular_component	0.5700	SS	unconfirmed	GOA-timesplit-2023-07-12
Q059A4	GO:0005739	cellular_component	0.4523	SS	supported	GOA-timesplit-2023-07-12
Q059A4	GO:0005654	cellular_component	0.4313	SS	unconfirmed	GOA-timesplit-2023-07-12
Q059A4	GO:0030061	cellular_component	0.4313	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06065	GO:0005783	cellular_component	0.3540	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06065	GO:0005634	cellular_component	0.3380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06065	GO:0005886	cellular_component	0.3380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06067	GO:0005737	cellular_component	0.5756	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06067	GO:0043231	cellular_component	0.5755	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06067	GO:0005829	cellular_component	0.5467	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06177	GO:0005737	cellular_component	0.6580	SS	supported	GOA-timesplit-2023-07-12
Q06204	GO:0005741	cellular_component	0.6706	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06204	GO:0005813	cellular_component	0.6706	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06204	GO:0005829	cellular_component	0.6706	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06548	GO:0005886	cellular_component	0.6730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06548	GO:0005730	cellular_component	0.6630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06548	GO:0005768	cellular_component	0.6630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06611	GO:0000325	cellular_component	0.9720	SS	supported	GOA-timesplit-2023-07-12
Q06611	GO:0005739	cellular_component	0.9720	SS	unconfirmed	GOA-timesplit-2023-07-12
Q06611	GO:0005886	cellular_component	0.9720	SS	supported	GOA-timesplit-2023-07-12
Q075Z2	GO:0009986	cellular_component	0.6270	SS	unconfirmed	GOA-timesplit-2023-07-12
Q075Z2	GO:0005791	cellular_component	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q075Z2	GO:0005886	cellular_component	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q08844	GO:0005783	cellular_component	0.4710	SS	unconfirmed	GOA-timesplit-2023-07-12
Q08844	GO:0000324	cellular_component	0.3530	SS	unconfirmed	GOA-timesplit-2023-07-12
Q08844	GO:0005935	cellular_component	0.3530	SS	unconfirmed	GOA-timesplit-2023-07-12
Q08980	GO:0005737	cellular_component	0.6780	SS	supported	GOA-timesplit-2023-07-12
Q08A71	GO:0005654	cellular_component	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q08A71	GO:0005730	cellular_component	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q08A71	GO:0005737	cellular_component	0.3960	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0E8K6	GO:0005739	cellular_component	0.3140	SS	supported	GOA-timesplit-2023-07-12
Q0KHQ1	GO:0071011	cellular_component	0.5000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0KHQ1	GO:0071013	cellular_component	0.5000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0KHQ1	GO:0009507	cellular_component	0.4800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0KHR7	GO:0008021	cellular_component	0.6020	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0KHR7	GO:0031105	cellular_component	0.6000	SS	supported	GOA-timesplit-2023-07-12
Q0KHR7	GO:0043195	cellular_component	0.6000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0P651	GO:0005829	cellular_component	0.4469	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0P651	GO:0031965	cellular_component	0.4278	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0P651	GO:0070062	cellular_component	0.4278	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0P6H9	GO:0000137	cellular_component	0.4423	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0P6H9	GO:0005768	cellular_component	0.4423	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0P6H9	GO:0005802	cellular_component	0.4423	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0V842	GO:0005886	cellular_component	0.5386	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0V842	GO:0005730	cellular_component	0.5303	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0V842	GO:0005737	cellular_component	0.5303	SS	supported	GOA-timesplit-2023-07-12
Q0VE82	GO:0005634	cellular_component	0.7960	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0VE82	GO:0005737	cellular_component	0.7960	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0VE82	GO:0005886	cellular_component	0.7960	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WPN0	GO:0000932	cellular_component	0.3580	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WPS0	GO:0009507	cellular_component	0.7640	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WPS0	GO:0000138	cellular_component	0.5860	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WPS0	GO:0005768	cellular_component	0.5860	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WQM8	GO:0000502	cellular_component	0.6060	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WQM8	GO:0005634	cellular_component	0.6060	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WQM8	GO:0000932	cellular_component	0.5420	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WUV7	GO:0005783	cellular_component	0.3850	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WUV7	GO:0048046	cellular_component	0.3470	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WUV7	GO:0009536	cellular_component	0.3330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WV25	GO:0005730	cellular_component	0.9950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WV25	GO:0005773	cellular_component	0.9950	SS	supported	GOA-timesplit-2023-07-12
Q0WV25	GO:0005829	cellular_component	0.9950	SS	supported	GOA-timesplit-2023-07-12
Q0WVF8	GO:0005634	cellular_component	0.6519	SS	supported	GOA-timesplit-2023-07-12
Q0WVF8	GO:0005737	cellular_component	0.6519	SS	supported	GOA-timesplit-2023-07-12
Q0WVF8	GO:0005819	cellular_component	0.6519	SS	unconfirmed	GOA-timesplit-2023-07-12
Q0WWE3	GO:0005739	cellular_component	0.8030	SS	supported	GOA-timesplit-2023-07-12
Q0WWE3	GO:0005743	cellular_component	0.3620	SS	unconfirmed	GOA-timesplit-2023-07-12
Q12198	GO:0005634	cellular_component	0.3910	SS	unconfirmed	GOA-timesplit-2023-07-12
Q12198	GO:0005737	cellular_component	0.3910	SS	unconfirmed	GOA-timesplit-2023-07-12
Q12322	GO:0005654	cellular_component	0.3460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q12322	GO:0005743	cellular_component	0.3460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q12322	GO:0005762	cellular_component	0.3460	SS	supported	GOA-timesplit-2023-07-12
Q13474	GO:0005829	cellular_component	0.9500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q13474	GO:0005886	cellular_component	0.9500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q14409	GO:0005829	cellular_component	0.9740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q14409	GO:0070062	cellular_component	0.9740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q14409	GO:0005739	cellular_component	0.9490	SS	supported	GOA-timesplit-2023-07-12
Q14DK5	GO:0005886	cellular_component	0.5130	SS	unconfirmed	GOA-timesplit-2023-07-12
Q14DK5	GO:0030425	cellular_component	0.5040	SS	unconfirmed	GOA-timesplit-2023-07-12
Q14DK5	GO:0043083	cellular_component	0.5040	SS	unconfirmed	GOA-timesplit-2023-07-12
Q15034	GO:0001650	cellular_component	0.5590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q15034	GO:0005829	cellular_component	0.5590	SS	supported	GOA-timesplit-2023-07-12
Q15034	GO:0005654	cellular_component	0.3880	SS	unconfirmed	GOA-timesplit-2023-07-12
Q15617	GO:0005886	cellular_component	0.6580	SS	unconfirmed	GOA-timesplit-2023-07-12
Q15617	GO:0005789	cellular_component	0.6400	SS	unconfirmed	GOA-timesplit-2023-07-12
Q15617	GO:0005654	cellular_component	0.4330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q17R31	GO:0005739	cellular_component	0.8660	SS	supported	GOA-timesplit-2023-07-12
Q17ST2	GO:0005886	cellular_component	0.9380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q17ST2	GO:0030424	cellular_component	0.7050	SS	unconfirmed	GOA-timesplit-2023-07-12
Q17ST2	GO:0008076	cellular_component	0.6850	SS	unconfirmed	GOA-timesplit-2023-07-12
Q19LI2	GO:0031093	cellular_component	0.4440	SS	unconfirmed	GOA-timesplit-2023-07-12
Q19LI2	GO:0070062	cellular_component	0.4440	SS	unconfirmed	GOA-timesplit-2023-07-12
Q19LI2	GO:0072562	cellular_component	0.4440	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1ECR9	GO:0090406	cellular_component	0.4080	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1ECR9	GO:0009505	cellular_component	0.3510	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1ECR9	GO:0009506	cellular_component	0.3510	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1LZ08	GO:0005654	cellular_component	0.5670	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1LZ08	GO:0005829	cellular_component	0.5670	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1LZ08	GO:0005730	cellular_component	0.5450	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PDI2	GO:0009506	cellular_component	0.6720	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PDI2	GO:0005634	cellular_component	0.3530	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PDI2	GO:0005829	cellular_component	0.3530	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PDW5	GO:0005576	cellular_component	0.7290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PDW5	GO:0009535	cellular_component	0.7290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PDW5	GO:0009941	cellular_component	0.7290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PDX4	GO:0005730	cellular_component	0.4500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PE04	GO:0005777	cellular_component	0.4870	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PE04	GO:0009507	cellular_component	0.3460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PE04	GO:0005634	cellular_component	0.3380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PE17	GO:0005886	cellular_component	0.8140	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PE17	GO:0000325	cellular_component	0.4560	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PE17	GO:0005829	cellular_component	0.4560	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PE89	GO:0005886	cellular_component	0.6890	SS	supported	GOA-timesplit-2023-07-12
Q1PE89	GO:0005777	cellular_component	0.6670	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PE89	GO:0005634	cellular_component	0.6420	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PEN0	GO:0005886	cellular_component	0.5430	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PEN0	GO:0000932	cellular_component	0.4000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PEN0	GO:0016593	cellular_component	0.4000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PFK0	GO:0005777	cellular_component	0.4280	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1PFK0	GO:0005634	cellular_component	0.3470	SS	supported	GOA-timesplit-2023-07-12
Q1PFK0	GO:0009507	cellular_component	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1WIQ6	GO:0005739	cellular_component	0.3500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q1WIQ6	GO:0005829	cellular_component	0.3500	SS	supported	GOA-timesplit-2023-07-12
Q1WIQ6	GO:0009505	cellular_component	0.3500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q24239	GO:0005737	cellular_component	0.3810	SS	supported	GOA-timesplit-2023-07-12
Q24239	GO:0015030	cellular_component	0.3810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q24239	GO:0000932	cellular_component	0.3210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q24468	GO:0005737	cellular_component	0.4980	SS	unconfirmed	GOA-timesplit-2023-07-12
Q24468	GO:0005886	cellular_component	0.4980	SS	supported	GOA-timesplit-2023-07-12
Q24468	GO:0043235	cellular_component	0.4980	SS	supported	GOA-timesplit-2023-07-12
Q27377	GO:0005576	cellular_component	0.4890	SS	unconfirmed	GOA-timesplit-2023-07-12
Q2HIV9	GO:0005634	cellular_component	0.6120	SS	unconfirmed	GOA-timesplit-2023-07-12
Q2V2Q8	GO:0099503	cellular_component	0.4500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q2V424	GO:0099503	cellular_component	0.3690	SS	unconfirmed	GOA-timesplit-2023-07-12
Q2V4F9	GO:0009705	cellular_component	0.7540	SS	supported	GOA-timesplit-2023-07-12
Q2V4F9	GO:0005634	cellular_component	0.3400	SS	supported	GOA-timesplit-2023-07-12
Q2V4F9	GO:0005829	cellular_component	0.3400	SS	unconfirmed	GOA-timesplit-2023-07-12
Q2VWQ2	GO:0005635	cellular_component	0.9330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q2VWQ2	GO:0048471	cellular_component	0.9330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q2VWQ2	GO:0005576	cellular_component	0.5520	SS	supported	GOA-timesplit-2023-07-12
Q309B1	GO:0005829	cellular_component	0.9740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q309B1	GO:0005886	cellular_component	0.9740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q309B1	GO:0016605	cellular_component	0.9740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q31708	GO:0009570	cellular_component	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q32P51	GO:0005634	cellular_component	0.9680	SS	unconfirmed	GOA-timesplit-2023-07-12
Q32P51	GO:0045202	cellular_component	0.9680	SS	unconfirmed	GOA-timesplit-2023-07-12
Q32P51	GO:0005654	cellular_component	0.5110	SS	unconfirmed	GOA-timesplit-2023-07-12
Q38798	GO:0000325	cellular_component	0.8370	SS	supported	GOA-timesplit-2023-07-12
Q38798	GO:0005739	cellular_component	0.8370	SS	unconfirmed	GOA-timesplit-2023-07-12
Q38798	GO:0005783	cellular_component	0.8370	SS	supported	GOA-timesplit-2023-07-12
Q38866	GO:0009505	cellular_component	0.6950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q38866	GO:0009506	cellular_component	0.6620	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39025	GO:0005634	cellular_component	0.7590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39025	GO:0009504	cellular_component	0.7590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39025	GO:0005829	cellular_component	0.7470	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39044	GO:0000323	cellular_component	0.6150	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39044	GO:0009505	cellular_component	0.4910	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39044	GO:0005770	cellular_component	0.4170	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39071	GO:0005634	cellular_component	0.6270	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39071	GO:0005737	cellular_component	0.5320	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39071	GO:0097123	cellular_component	0.4200	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39203	GO:0005886	cellular_component	0.4420	SS	supported	GOA-timesplit-2023-07-12
Q39203	GO:0005634	cellular_component	0.4350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39203	GO:0005739	cellular_component	0.4350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39242	GO:0005739	cellular_component	0.8270	SS	supported	GOA-timesplit-2023-07-12
Q39242	GO:0005829	cellular_component	0.8270	SS	supported	GOA-timesplit-2023-07-12
Q39242	GO:0005886	cellular_component	0.8270	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39250	GO:0005829	cellular_component	0.9350	SS	supported	GOA-timesplit-2023-07-12
Q39250	GO:0009536	cellular_component	0.9350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q39250	GO:0005634	cellular_component	0.8340	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3E6S8	GO:0000785	cellular_component	0.4380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3E6S8	GO:0005634	cellular_component	0.4380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3E6S8	GO:0005758	cellular_component	0.4380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3E8R5	GO:0099503	cellular_component	0.4370	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3ECW8	GO:0005777	cellular_component	0.6520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3ECW8	GO:0000325	cellular_component	0.6370	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3ECW8	GO:0099503	cellular_component	0.6370	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3EDJ0	GO:0030014	cellular_component	0.4230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3EDJ0	GO:0005829	cellular_component	0.4130	SS	supported	GOA-timesplit-2023-07-12
Q3EDJ0	GO:0016020	cellular_component	0.4130	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3HNM7	GO:0005886	cellular_component	0.9300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3HNM7	GO:0005938	cellular_component	0.9300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3HNM7	GO:0032991	cellular_component	0.9300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3KNA1	GO:0016020	cellular_component	0.5420	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3KNA1	GO:0009986	cellular_component	0.5220	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3KNA1	GO:0030424	cellular_component	0.4870	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3KQZ1	GO:0005739	cellular_component	0.9100	SS	supported	GOA-timesplit-2023-07-12
Q3KQZ1	GO:0005743	cellular_component	0.3880	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3KQZ1	GO:0005634	cellular_component	0.3560	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3SXM0	GO:0005654	cellular_component	0.7670	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3SXM0	GO:0080008	cellular_component	0.7670	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3SXM0	GO:0005886	cellular_component	0.3730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TA59	GO:0005634	cellular_component	0.8050	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TA59	GO:0005788	cellular_component	0.8050	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TD49	GO:0005654	cellular_component	0.7810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TD49	GO:0005765	cellular_component	0.7810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TD49	GO:0005813	cellular_component	0.7810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TH73	GO:0030868	cellular_component	0.4530	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TH73	GO:0031527	cellular_component	0.4530	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TH73	GO:0032433	cellular_component	0.4530	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TMH2	GO:0070062	cellular_component	0.5270	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TMH2	GO:0031965	cellular_component	0.5260	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TMX7	GO:0005654	cellular_component	0.7810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TMX7	GO:0005794	cellular_component	0.7810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TMX7	GO:0000139	cellular_component	0.4440	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TQQ9	GO:0000776	cellular_component	0.7230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TQQ9	GO:0005634	cellular_component	0.7230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TQQ9	GO:0030496	cellular_component	0.7230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TUL7	GO:0005654	cellular_component	0.9070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TUL7	GO:0005829	cellular_component	0.9070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TUL7	GO:0080008	cellular_component	0.9070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TYQ9	GO:0005829	cellular_component	0.5920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TYQ9	GO:0070062	cellular_component	0.5920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TYQ9	GO:0016529	cellular_component	0.4790	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TZZ7	GO:0005789	cellular_component	0.9300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TZZ7	GO:0005829	cellular_component	0.9300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3TZZ7	GO:0009898	cellular_component	0.9300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3U829	GO:0005737	cellular_component	0.7850	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3U829	GO:0016607	cellular_component	0.7850	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UFS4	GO:0000776	cellular_component	0.8930	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UFS4	GO:0000781	cellular_component	0.4870	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UFS4	GO:0005730	cellular_component	0.4870	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UGS4	GO:0005634	cellular_component	0.9070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UGS4	GO:0010494	cellular_component	0.9070	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UL36	GO:0005654	cellular_component	0.9850	SS	supported	GOA-timesplit-2023-07-12
Q3UL36	GO:0005739	cellular_component	0.9850	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UL36	GO:0005829	cellular_component	0.9850	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UMC0	GO:0005737	cellular_component	0.8500	SS	supported	GOA-timesplit-2023-07-12
Q3UMC0	GO:0005819	cellular_component	0.8500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UMC0	GO:0005635	cellular_component	0.5140	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UMZ3	GO:0005737	cellular_component	0.8780	SS	unconfirmed	GOA-timesplit-2023-07-12
Q3UMZ3	GO:0005886	cellular_component	0.8780	SS	supported	GOA-timesplit-2023-07-12
