accession	branch	go_term	score	tier	streams	structure_only
Q9VRP3	cellular_component	GO:0005737	1.0000	HIGH	dom	0
Q9VRP3	cellular_component	GO:0043229	0.8125	HIGH	dom	0
Q9VRP3	cellular_component	GO:0043231	0.8000	HIGH	dom	0
Q9VRP3	cellular_component	GO:0012505	0.5250	MEDIUM	dom	0
Q9VRP3	cellular_component	GO:0005829	0.5000	MEDIUM	dom	0
Q9VRP8	cellular_component	GO:0110165	0.9582	HIGH	seq+struct+dom	0
Q9VRP8	cellular_component	GO:0005737	0.9127	HIGH	seq+struct+dom	0
Q9VRP8	cellular_component	GO:0043229	0.8392	HIGH	seq+struct+dom	0
Q9VRP8	cellular_component	GO:0043227	0.8373	HIGH	seq+struct+dom	0
Q9VRP8	cellular_component	GO:0043231	0.8271	HIGH	seq+struct+dom	0
Q9VRQ8	cellular_component	GO:0016020	1.0000	HIGH	dom	0
Q9VRQ8	cellular_component	GO:0071944	0.6987	MEDIUM	dom	0
Q9VRQ8	cellular_component	GO:0005886	0.6364	MEDIUM	dom	0
Q9VRQ8	cellular_component	GO:0043227	0.4615	MEDIUM	dom	0
Q9VRQ8	cellular_component	GO:0005622	0.4494	LOW	dom	0
Q9VRR3	cellular_component	GO:0110165	0.8333	HIGH	dom	0
Q9VRR3	cellular_component	GO:0005622	0.6875	MEDIUM	dom	0
Q9VRR3	cellular_component	GO:0005737	0.6522	MEDIUM	dom	0
Q9VRR3	cellular_component	GO:0043226	0.5455	MEDIUM	dom	0
Q9VRR3	cellular_component	GO:0043229	0.5208	MEDIUM	dom	0
Q9VRS0	cellular_component	GO:0005737	1.0000	HIGH	dom	0
Q9VRS0	cellular_component	GO:0043226	0.7391	HIGH	dom	0
Q9VRS0	cellular_component	GO:0043229	0.6957	MEDIUM	dom	0
Q9VRS0	cellular_component	GO:0005634	0.6522	MEDIUM	dom	0
Q9VRS0	cellular_component	GO:0005829	0.6522	MEDIUM	dom	0
Q9VRS8	cellular_component	GO:0110165	0.7986	HIGH	seq+struct+dom	0
Q9VRS8	cellular_component	GO:0005576	0.6901	MEDIUM	seq+struct+dom	0
Q9VRS8	cellular_component	GO:0043227	0.5620	MEDIUM	seq+struct+dom	0
Q9VRS8	cellular_component	GO:0005622	0.5284	MEDIUM	seq+struct+dom	0
Q9VRS8	cellular_component	GO:0005737	0.5173	MEDIUM	seq+struct+dom	0
Q9VRT6	cellular_component	GO:0005739	0.6238	MEDIUM	seq+struct	0
Q9VRU7	cellular_component	GO:0062129	1.0000	HIGH	dom	0
Q9VRV2	cellular_component	GO:0005622	0.9111	HIGH	seq+struct+dom	0
Q9VRV2	cellular_component	GO:0005634	0.8889	HIGH	seq+struct+dom	0
Q9VRV2	cellular_component	GO:0005737	0.7460	HIGH	seq+struct+dom	0
Q9VRV2	cellular_component	GO:0005694	0.7334	HIGH	seq+struct+dom	0
Q9VRV2	cellular_component	GO:0032991	0.6446	MEDIUM	seq+struct+dom	0
Q9VRW5	cellular_component	GO:0110165	0.7287	HIGH	dom	0
Q9VRW5	cellular_component	GO:0005576	0.6800	MEDIUM	dom	0
Q9VRW5	cellular_component	GO:0005622	0.5689	MEDIUM	dom	0
Q9VRW5	cellular_component	GO:0005737	0.5470	MEDIUM	dom	0
Q9VRW5	cellular_component	GO:0043226	0.4923	MEDIUM	dom	0
Q9VRY2	cellular_component	GO:0110165	0.8955	HIGH	dom	0
Q9VRY2	cellular_component	GO:0005622	0.8258	HIGH	dom	0
Q9VRY2	cellular_component	GO:0005737	0.7951	HIGH	dom	0
Q9VRY2	cellular_component	GO:0043226	0.7660	HIGH	dom	0
Q9VRY2	cellular_component	GO:0043227	0.7549	HIGH	dom	0
Q9VRZ7	cellular_component	GO:0005739	1.0000	HIGH	dom	0
Q9VRZ7	cellular_component	GO:0005743	0.6667	MEDIUM	dom	0
Q9VRZ7	cellular_component	GO:0061671	0.6667	MEDIUM	dom	0
Q9VRZ7	cellular_component	GO:0005761	0.3333	LOW	dom	0
Q9VRZ7	cellular_component	GO:0031410	0.3333	LOW	dom	0
Q9VS00	cellular_component	GO:0110165	1.0000	HIGH	seq+struct+dom	0
Q9VS00	cellular_component	GO:0005622	0.9363	HIGH	seq+struct+dom	0
Q9VS00	cellular_component	GO:0043226	0.9363	HIGH	seq+struct+dom	0
Q9VS00	cellular_component	GO:0015630	0.8726	HIGH	seq+struct+dom	0
Q9VS00	cellular_component	GO:0043227	0.8123	HIGH	seq+struct+dom	0
Q9VS12	cellular_component	GO:0062129	1.0000	HIGH	seq+struct+dom	0
Q9VS22	cellular_component	GO:0005737	1.0000	HIGH	seq+struct+dom	0
Q9VS22	cellular_component	GO:0043231	1.0000	HIGH	seq+struct+dom	0
Q9VS22	cellular_component	GO:0070013	0.7435	HIGH	seq+struct+dom	0
Q9VS22	cellular_component	GO:0005576	0.6580	MEDIUM	seq+struct+dom	0
Q9VS22	cellular_component	GO:0005794	0.6580	MEDIUM	seq+struct+dom	0
Q9VS66	cellular_component	GO:0110165	0.8387	HIGH	dom	0
Q9VS66	cellular_component	GO:0005576	0.7000	HIGH	dom	0
Q9VS66	cellular_component	GO:0016020	0.3889	LOW	dom	0
Q9VS66	cellular_component	GO:0043227	0.3889	LOW	dom	0
Q9VS66	cellular_component	GO:0005622	0.3548	LOW	dom	0
Q9VS78	cellular_component	GO:0110165	0.8487	HIGH	seq+struct+dom	0
Q9VS78	cellular_component	GO:0005622	0.7983	HIGH	seq+struct+dom	0
Q9VS78	cellular_component	GO:0005737	0.7731	HIGH	seq+struct+dom	0
Q9VS78	cellular_component	GO:0043231	0.7731	HIGH	seq+struct+dom	0
Q9VS78	cellular_component	GO:0012505	0.6953	MEDIUM	seq+struct+dom	0
Q9VS80	cellular_component	GO:0110165	0.8898	HIGH	seq+struct+dom	0
Q9VS80	cellular_component	GO:0005576	0.6695	MEDIUM	seq+struct+dom	0
Q9VS80	cellular_component	GO:0043227	0.5281	MEDIUM	seq+struct+dom	0
Q9VS80	cellular_component	GO:0005622	0.5032	MEDIUM	seq+struct+dom	0
Q9VS80	cellular_component	GO:0005737	0.4784	MEDIUM	seq+struct+dom	0
Q9VS86	cellular_component	GO:0110165	0.7942	HIGH	seq+struct+dom	0
Q9VS86	cellular_component	GO:0005576	0.6797	MEDIUM	seq+struct+dom	0
Q9VS86	cellular_component	GO:0005622	0.5452	MEDIUM	seq+struct+dom	0
Q9VS86	cellular_component	GO:0043227	0.5418	MEDIUM	seq+struct+dom	0
Q9VS86	cellular_component	GO:0005737	0.5345	MEDIUM	seq+struct+dom	0
Q9VS87	cellular_component	GO:0110165	0.6799	MEDIUM	dom	0
Q9VS87	cellular_component	GO:0005576	0.5072	MEDIUM	dom	0
Q9VS87	cellular_component	GO:0043227	0.3036	LOW	dom	0
Q9VS87	cellular_component	GO:0005622	0.3003	LOW	dom	0
Q9VSC6	cellular_component	GO:0000172	1.0000	HIGH	dom	0
Q9VSC6	cellular_component	GO:0030677	1.0000	HIGH	dom	0
Q9VSC6	cellular_component	GO:0005655	0.6667	MEDIUM	dom	0
Q9VSC6	cellular_component	GO:0005654	0.3333	LOW	dom	0
Q9VSC9	cellular_component	GO:0005737	1.0000	HIGH	dom	0
Q9VSC9	cellular_component	GO:0005886	1.0000	HIGH	dom	0
Q9VSC9	cellular_component	GO:0012505	1.0000	HIGH	dom	0
Q9VSC9	cellular_component	GO:0043231	1.0000	HIGH	dom	0
Q9VSC9	cellular_component	GO:0031410	0.8571	HIGH	dom	0
Q9VSJ5	cellular_component	GO:0005737	1.0000	HIGH	dom	0
Q9VSJ5	cellular_component	GO:0043229	0.7027	HIGH	dom	0
Q9VSJ5	cellular_component	GO:0043231	0.6757	MEDIUM	dom	0
Q9VSJ5	cellular_component	GO:0005829	0.6667	MEDIUM	dom	0
Q9VSJ5	cellular_component	GO:0097361	0.6667	MEDIUM	dom	0
Q9VSL0	cellular_component	GO:0005634	0.3440	LOW	seq+struct	0
Q9VSM4	cellular_component	GO:0005743	1.0000	HIGH	dom	0
Q9VSM4	cellular_component	GO:0005741	0.7307	HIGH	seq+struct+dom	0
Q9VSQ5	cellular_component	GO:0005576	1.0000	HIGH	dom	0
Q9VSQ5	cellular_component	GO:0062129	0.3125	LOW	dom	0
Q9VSQ6	cellular_component	GO:0005576	1.0000	HIGH	dom	0
Q9VSQ6	cellular_component	GO:0062129	0.3125	LOW	dom	0
Q9VSS2	cellular_component	GO:0005786	1.0000	HIGH	dom	0
Q9VSS2	cellular_component	GO:0043231	1.0000	HIGH	dom	0
Q9VSS2	cellular_component	GO:0031981	0.6667	MEDIUM	dom	0
Q9VSS2	cellular_component	GO:0005730	0.3333	LOW	dom	0
Q9VSS2	cellular_component	GO:0005783	0.3333	LOW	dom	0
Q9VSS9	cellular_component	GO:0110165	0.7778	HIGH	dom	0
Q9VSS9	cellular_component	GO:0005622	0.7500	HIGH	dom	0
Q9VSS9	cellular_component	GO:0005737	0.7222	HIGH	dom	0
Q9VSS9	cellular_component	GO:0005829	0.5556	MEDIUM	dom	0
Q9VSS9	cellular_component	GO:0043226	0.5000	MEDIUM	dom	0
Q9VST7	cellular_component	GO:0110165	0.6246	MEDIUM	dom	0
Q9VST7	cellular_component	GO:0005622	0.4517	MEDIUM	dom	0
Q9VST7	cellular_component	GO:0005737	0.3621	LOW	dom	0
Q9VST7	cellular_component	GO:0043226	0.3135	LOW	dom	0
Q9VSY0	cellular_component	GO:0062129	1.0000	HIGH	dom	0
Q9VSZ2	cellular_component	GO:0005634	1.0000	HIGH	dom	0
Q9VSZ2	cellular_component	GO:0043232	0.8333	HIGH	struct+dom	0
Q9VSZ2	cellular_component	GO:0005694	0.6667	MEDIUM	dom	0
Q9VSZ2	cellular_component	GO:0005737	0.6667	MEDIUM	dom	0
Q9VSZ2	cellular_component	GO:0005958	0.6667	MEDIUM	dom	0
Q9VT02	cellular_component	GO:0005576	1.0000	HIGH	seq+dom	0
Q9VT02	cellular_component	GO:0062129	0.5517	MEDIUM	seq+dom	0
Q9VT09	cellular_component	GO:0110165	0.3000	LOW	dom	0
Q9VT78	cellular_component	GO:0016020	1.0000	HIGH	dom	0
Q9VT78	cellular_component	GO:0071944	0.6987	MEDIUM	dom	0
Q9VT78	cellular_component	GO:0005886	0.6282	MEDIUM	dom	0
Q9VT78	cellular_component	GO:0043227	0.4615	MEDIUM	dom	0
Q9VT78	cellular_component	GO:0005622	0.4359	LOW	dom	0
Q9VT79	cellular_component	GO:0016020	1.0000	HIGH	dom	0
Q9VT79	cellular_component	GO:0071944	0.7429	HIGH	dom	0
Q9VT79	cellular_component	GO:0005886	0.6571	MEDIUM	dom	0
Q9VT79	cellular_component	GO:0043227	0.4786	MEDIUM	dom	0
Q9VT79	cellular_component	GO:0005622	0.4714	MEDIUM	dom	0
Q9VTC1	cellular_component	GO:0005622	0.9264	HIGH	seq+struct+dom	0
Q9VTC1	cellular_component	GO:0043229	0.8728	HIGH	seq+struct+dom	0
Q9VTC1	cellular_component	GO:0043231	0.8360	HIGH	seq+struct+dom	0
Q9VTC1	cellular_component	GO:0005634	0.7950	HIGH	seq+struct+dom	0
Q9VTC1	cellular_component	GO:0005737	0.7779	HIGH	seq+struct+dom	0
Q9VTD5	cellular_component	GO:0110165	0.9043	HIGH	seq+struct+dom	0
Q9VTD5	cellular_component	GO:0016020	0.8348	HIGH	seq+struct+dom	0
Q9VTD5	cellular_component	GO:0005886	0.7217	HIGH	seq+struct+dom	0
Q9VTD5	cellular_component	GO:0043227	0.6695	MEDIUM	seq+struct+dom	0
Q9VTD5	cellular_component	GO:0005737	0.6608	MEDIUM	seq+struct+dom	0
Q9VTD9	cellular_component	GO:0005737	0.8200	HIGH	seq+struct+dom	0
Q9VTD9	cellular_component	GO:0043231	0.7008	HIGH	seq+struct+dom	0
Q9VTD9	cellular_component	GO:0005829	0.4788	MEDIUM	seq+struct+dom	0
Q9VTD9	cellular_component	GO:0005739	0.4736	MEDIUM	seq+struct+dom	0
Q9VTD9	cellular_component	GO:0005634	0.3241	LOW	seq+struct+dom	0
Q9VTH3	cellular_component	GO:0016020	1.0000	HIGH	seq+struct+dom	0
Q9VTH3	cellular_component	GO:0005886	0.8204	HIGH	seq+struct+dom	0
Q9VTH3	cellular_component	GO:0043235	0.7101	HIGH	seq+struct+dom	0
Q9VTH3	cellular_component	GO:0043226	0.7081	HIGH	seq+struct+dom	0
Q9VTH3	cellular_component	GO:0045202	0.6935	MEDIUM	seq+struct+dom	0
Q9VTI0	cellular_component	GO:0005737	0.8750	HIGH	struct+dom	0
Q9VTI0	cellular_component	GO:0005829	0.5714	MEDIUM	struct+dom	0
Q9VTI0	cellular_component	GO:0005739	0.5625	MEDIUM	dom	0
Q9VTI0	cellular_component	GO:0016020	0.3125	LOW	dom	0
Q9VTL0	cellular_component	GO:0005737	0.8897	HIGH	seq+struct+dom	0
Q9VTL0	cellular_component	GO:0043227	0.7794	HIGH	seq+struct+dom	0
Q9VTL0	cellular_component	GO:0005829	0.7763	HIGH	seq+struct+dom	0
Q9VTL0	cellular_component	GO:0043231	0.7549	HIGH	seq+struct+dom	0
Q9VTL0	cellular_component	GO:0005634	0.6237	MEDIUM	seq+struct+dom	0
Q9VTL3	cellular_component	GO:0016020	1.0000	HIGH	dom	0
Q9VTL3	cellular_component	GO:0005622	0.7524	HIGH	dom	0
Q9VTL3	cellular_component	GO:0043226	0.6539	MEDIUM	dom	0
Q9VTL3	cellular_component	GO:0043229	0.6354	MEDIUM	dom	0
Q9VTL3	cellular_component	GO:0005737	0.6242	MEDIUM	dom	0
Q9VTL6	cellular_component	GO:0005634	1.0000	HIGH	dom	0
Q9VTL6	cellular_component	GO:0000428	0.8182	HIGH	dom	0
Q9VTL6	cellular_component	GO:0140513	0.8182	HIGH	dom	0
Q9VTL6	cellular_component	GO:0031981	0.7273	HIGH	dom	0
Q9VTL6	cellular_component	GO:0005654	0.6667	MEDIUM	dom	0
Q9VTL8	cellular_component	GO:0110165	0.6429	MEDIUM	dom	0
Q9VTL8	cellular_component	GO:0005622	0.6071	MEDIUM	dom	0
Q9VTL8	cellular_component	GO:0043229	0.4464	LOW	dom	0
Q9VTL8	cellular_component	GO:0043231	0.3929	LOW	dom	0
Q9VTL8	cellular_component	GO:0032991	0.3750	LOW	dom	0
Q9VTN3	cellular_component	GO:0005739	0.9615	HIGH	dom	0
Q9VTN3	cellular_component	GO:0005758	0.7308	HIGH	dom	0
Q9VTN3	cellular_component	GO:0042719	0.5000	MEDIUM	dom	0
Q9VTN3	cellular_component	GO:0005743	0.3077	LOW	dom	0
Q9VTN9	cellular_component	GO:0005737	1.0000	HIGH	seq+struct+dom	0
Q9VTN9	cellular_component	GO:0043231	0.8439	HIGH	seq+struct+dom	0
Q9VTN9	cellular_component	GO:0005739	0.6667	MEDIUM	struct+dom	0
Q9VTN9	cellular_component	GO:0012505	0.5940	MEDIUM	seq+struct+dom	0
Q9VTN9	cellular_component	GO:0005783	0.5628	MEDIUM	seq+struct+dom	0
Q9VTQ1	cellular_component	GO:0016020	1.0000	HIGH	dom	0
Q9VTQ1	cellular_component	GO:0005737	0.9375	HIGH	dom	0
Q9VTQ1	cellular_component	GO:0043231	0.9375	HIGH	dom	0
Q9VTQ1	cellular_component	GO:0005739	0.5625	MEDIUM	dom	0
Q9VTQ1	cellular_component	GO:0031090	0.5625	MEDIUM	dom	0
Q9VTQ5	cellular_component	GO:0012505	0.7500	HIGH	dom	0
Q9VTQ5	cellular_component	GO:0005789	0.5000	MEDIUM	dom	0
Q9VTR1	cellular_component	GO:0005576	1.0000	HIGH	seq+struct+dom	0
Q9VTR1	cellular_component	GO:0062129	0.8195	HIGH	seq+struct+dom	0
Q9VTR2	cellular_component	GO:0005576	1.0000	HIGH	struct+dom	0
Q9VTR2	cellular_component	GO:0062129	0.7500	HIGH	struct+dom	0
Q9VTV2	cellular_component	GO:0110165	0.6799	MEDIUM	dom	0
Q9VTV2	cellular_component	GO:0005576	0.5072	MEDIUM	dom	0
Q9VTV2	cellular_component	GO:0043227	0.3036	LOW	dom	0
Q9VTV2	cellular_component	GO:0005622	0.3003	LOW	dom	0
Q9VTY5	cellular_component	GO:0043231	1.0000	HIGH	dom	0
Q9VTY5	cellular_component	GO:0005634	0.6667	MEDIUM	dom	0
Q9VTY5	cellular_component	GO:0005737	0.6667	MEDIUM	dom	0
Q9VTY5	cellular_component	GO:0070013	0.6667	MEDIUM	dom	0
Q9VTY5	cellular_component	GO:0032991	0.4826	MEDIUM	dom	0
Q9VU25	cellular_component	GO:0110165	0.6246	MEDIUM	struct+dom	0
Q9VU25	cellular_component	GO:0005622	0.4517	MEDIUM	struct+dom	0
Q9VU25	cellular_component	GO:0005737	0.3621	LOW	struct+dom	0
Q9VU25	cellular_component	GO:0043226	0.3135	LOW	struct+dom	0
Q9VU28	cellular_component	GO:0005737	1.0000	HIGH	dom	0
Q9VU28	cellular_component	GO:0043231	0.9167	HIGH	dom	0
Q9VU28	cellular_component	GO:0005739	0.5833	MEDIUM	dom	0
Q9VU28	cellular_component	GO:0005829	0.5714	MEDIUM	dom	0
Q9VU28	cellular_component	GO:0005576	0.4444	LOW	dom	0
Q9VU29	cellular_component	GO:0005737	1.0000	HIGH	seq+struct+dom	0
Q9VU29	cellular_component	GO:0043231	0.9560	HIGH	seq+struct+dom	0
Q9VU29	cellular_component	GO:0005739	0.7800	HIGH	seq+struct+dom	0
Q9VU29	cellular_component	GO:0070013	0.6920	MEDIUM	seq+struct+dom	0
Q9VU29	cellular_component	GO:0005829	0.6777	MEDIUM	seq+struct+dom	0
Q9VU30	cellular_component	GO:0016020	1.0000	HIGH	struct+dom	0
Q9VU30	cellular_component	GO:0031982	0.8269	HIGH	struct+dom	0
Q9VU30	cellular_component	GO:0005737	0.8219	HIGH	struct+dom	0
Q9VU30	cellular_component	GO:0043231	0.8219	HIGH	struct+dom	0
Q9VU30	cellular_component	GO:0005886	0.7944	HIGH	struct+dom	0
Q9VU33	cellular_component	GO:0000151	0.9167	HIGH	dom	0
Q9VU33	cellular_component	GO:0031461	0.8750	HIGH	dom	0
Q9VU33	cellular_component	GO:0110165	0.8500	HIGH	dom	0
Q9VU33	cellular_component	GO:0005622	0.8333	HIGH	dom	0
Q9VU33	cellular_component	GO:0005737	0.7083	HIGH	dom	0
Q9VU37	cellular_component	GO:0005783	1.0000	HIGH	seq+struct+dom	0
Q9VU37	cellular_component	GO:0016020	1.0000	HIGH	seq+struct+dom	0
Q9VU37	cellular_component	GO:0005789	0.8992	HIGH	seq+struct+dom	0
Q9VU50	cellular_component	GO:0005739	1.0000	HIGH	seq+struct+dom	0
Q9VU50	cellular_component	GO:0005829	0.3571	LOW	dom	0
Q9VU72	cellular_component	GO:0005576	1.0000	HIGH	dom	0
Q9VU72	cellular_component	GO:0062129	0.7500	HIGH	dom	0
Q9VU74	cellular_component	GO:0005576	1.0000	HIGH	dom	0
Q9VU74	cellular_component	GO:0062129	0.7500	HIGH	dom	0
Q9VU78	cellular_component	GO:0110165	0.9246	HIGH	seq+struct+dom	0
Q9VU78	cellular_component	GO:0005576	0.9110	HIGH	seq+struct+dom	0
Q9VU78	cellular_component	GO:0005737	0.8528	HIGH	seq+struct+dom	0
Q9VU78	cellular_component	GO:0043227	0.8369	HIGH	seq+struct+dom	0
Q9VU78	cellular_component	GO:0043231	0.8151	HIGH	seq+struct+dom	0
Q9VUB9	cellular_component	GO:0005737	0.7500	HIGH	dom	0
Q9VUB9	cellular_component	GO:0005829	0.5000	MEDIUM	dom	0
Q9VUB9	cellular_component	GO:0043227	0.3929	LOW	dom	0
Q9VUB9	cellular_component	GO:0043231	0.3750	LOW	dom	0
Q9VUE9	cellular_component	GO:0043231	1.0000	HIGH	dom	0
Q9VUE9	cellular_component	GO:0005773	0.6667	MEDIUM	dom	0
Q9VUE9	cellular_component	GO:0012505	0.6667	MEDIUM	dom	0
Q9VUE9	cellular_component	GO:0031410	0.6667	MEDIUM	dom	0
Q9VUE9	cellular_component	GO:0032991	0.6667	MEDIUM	dom	0
Q9VUH4	cellular_component	GO:0000139	0.6667	MEDIUM	dom	0
Q9VUH4	cellular_component	GO:0005783	0.3333	LOW	dom	0
Q9VUM6	cellular_component	GO:0005886	0.8000	HIGH	dom	0
Q9VUM6	cellular_component	GO:0016323	0.6000	MEDIUM	dom	0
Q9VUM6	cellular_component	GO:0034707	0.4000	LOW	dom	0
Q9VUM7	cellular_component	GO:0005886	0.8000	HIGH	dom	0
Q9VUM7	cellular_component	GO:0016323	0.6000	MEDIUM	dom	0
Q9VUM7	cellular_component	GO:0034707	0.4000	LOW	dom	0
Q9VUQ7	cellular_component	GO:0110165	0.9038	HIGH	dom	0
Q9VUQ7	cellular_component	GO:0016020	0.7872	HIGH	dom	0
Q9VUQ7	cellular_component	GO:0005886	0.7660	HIGH	dom	0
Q9VUQ7	cellular_component	GO:0009986	0.5532	MEDIUM	dom	0
Q9VUQ7	cellular_component	GO:0008305	0.5319	MEDIUM	dom	0
Q9VUR7	cellular_component	GO:0110165	0.7831	HIGH	dom	0
Q9VUR7	cellular_component	GO:0005622	0.7500	HIGH	dom	0
Q9VUR7	cellular_component	GO:0005737	0.7121	HIGH	dom	0
Q9VUR7	cellular_component	GO:0043227	0.6276	MEDIUM	dom	0
Q9VUR7	cellular_component	GO:0043231	0.5988	MEDIUM	dom	0
Q9VUV6	cellular_component	GO:0005576	1.0000	HIGH	dom	0
Q9VUV6	cellular_component	GO:0005737	0.5217	MEDIUM	dom	0
Q9VUV6	cellular_component	GO:0043231	0.3913	LOW	dom	0
Q9VUV6	cellular_component	GO:0012505	0.3478	LOW	dom	0
Q9VUW3	cellular_component	GO:0005737	0.6667	MEDIUM	dom	0
Q9VUW3	cellular_component	GO:0005829	0.6000	MEDIUM	dom	0
Q9VUW3	cellular_component	GO:0043231	0.3478	LOW	dom	0
Q9VUW4	cellular_component	GO:0005737	0.9156	HIGH	seq+struct+dom	0
Q9VUW4	cellular_component	GO:0005829	0.8988	HIGH	seq+struct+dom	0
Q9VUW4	cellular_component	GO:0043231	0.6933	MEDIUM	struct+dom	0
Q9VUW4	cellular_component	GO:0005739	0.5793	MEDIUM	struct+dom	0
Q9VUX4	cellular_component	GO:0110165	1.0000	HIGH	dom	0
Q9VUX4	cellular_component	GO:0005622	0.5429	MEDIUM	dom	0
Q9VUX4	cellular_component	GO:0016020	0.5286	MEDIUM	dom	0
Q9VUX4	cellular_component	GO:0005737	0.5143	MEDIUM	dom	0
Q9VUX4	cellular_component	GO:0005886	0.4000	LOW	dom	0
Q9VUY0	cellular_component	GO:0110165	0.8333	HIGH	dom	0
Q9VUY0	cellular_component	GO:0005737	0.6667	MEDIUM	dom	0
Q9VUY0	cellular_component	GO:0016020	0.6667	MEDIUM	dom	0
Q9VUY0	cellular_component	GO:0012505	0.6000	MEDIUM	dom	0
Q9VUY0	cellular_component	GO:0031090	0.6000	MEDIUM	dom	0
Q9VV00	cellular_component	GO:0005773	1.0000	HIGH	dom	0
Q9VV00	cellular_component	GO:0000325	0.4000	LOW	dom	0
Q9VV00	cellular_component	GO:0005576	0.4000	LOW	dom	0
Q9VV00	cellular_component	GO:0005764	0.4000	LOW	dom	0
Q9VV00	cellular_component	GO:0005829	0.3457	LOW	dom	0
Q9VV49	cellular_component	GO:0043229	0.9084	HIGH	seq+struct+dom	0
Q9VV49	cellular_component	GO:0005737	0.8626	HIGH	seq+struct+dom	0
Q9VV49	cellular_component	GO:0043231	0.8626	HIGH	seq+struct+dom	0
Q9VV49	cellular_component	GO:0005783	0.8169	HIGH	seq+struct+dom	0
Q9VV49	cellular_component	GO:0016020	0.7660	HIGH	seq+struct+dom	0
Q9VV99	cellular_component	GO:0005634	1.0000	HIGH	seq+struct+dom	0
Q9VV99	cellular_component	GO:0005737	0.7273	HIGH	seq+struct+dom	0
Q9VV99	cellular_component	GO:0043232	0.5824	MEDIUM	seq+struct+dom	0
Q9VV99	cellular_component	GO:0032991	0.4826	MEDIUM	struct+dom	0
Q9VV99	cellular_component	GO:0005694	0.4334	LOW	seq+struct+dom	0
Q9VVB4	cellular_component	GO:0005737	0.6667	MEDIUM	dom	0
Q9VVB4	cellular_component	GO:0005654	0.3333	LOW	dom	0
Q9VVB4	cellular_component	GO:0005813	0.3333	LOW	dom	0
Q9VVB4	cellular_component	GO:0005829	0.3333	LOW	dom	0
Q9VVB4	cellular_component	GO:0032991	0.3333	LOW	dom	0
Q9VVC9	cellular_component	GO:0031981	1.0000	HIGH	dom	0
Q9VVC9	cellular_component	GO:0005654	0.7500	HIGH	dom	0
Q9VVC9	cellular_component	GO:0005730	0.7500	HIGH	dom	0
Q9VVC9	cellular_component	GO:0005737	0.7500	HIGH	dom	0
Q9VVC9	cellular_component	GO:0030684	0.7500	HIGH	dom	0
Q9VVE0	cellular_component	GO:0030677	1.0000	HIGH	dom	0
Q9VVE0	cellular_component	GO:0043231	1.0000	HIGH	dom	0
Q9VVE0	cellular_component	GO:0005655	0.8000	HIGH	dom	0
Q9VVE0	cellular_component	GO:0000172	0.6000	MEDIUM	dom	0
Q9VVE0	cellular_component	GO:0005654	0.4000	LOW	dom	0
Q9VVH7	cellular_component	GO:0005634	1.0000	HIGH	dom	0
Q9VVH7	cellular_component	GO:0030915	1.0000	HIGH	dom	0
Q9VVH7	cellular_component	GO:0005654	0.7500	HIGH	dom	0
Q9VVH7	cellular_component	GO:0005737	0.6667	MEDIUM	dom	0
Q9VVH7	cellular_component	GO:0016604	0.3750	LOW	dom	0
Q9VVM0	cellular_component	GO:0016020	1.0000	HIGH	dom	0
Q9VVM0	cellular_component	GO:0071944	0.6780	MEDIUM	dom	0
Q9VVM0	cellular_component	GO:0005886	0.6610	MEDIUM	dom	0
Q9VVM0	cellular_component	GO:0005737	0.3889	LOW	dom	0
Q9VVM0	cellular_component	GO:0043231	0.3889	LOW	dom	0
Q9VVM7	cellular_component	GO:0110165	0.8853	HIGH	seq+struct+dom	0
Q9VVM7	cellular_component	GO:0005622	0.8548	HIGH	seq+struct+dom	0
Q9VVM7	cellular_component	GO:0043229	0.7986	HIGH	seq+struct+dom	0
Q9VVM7	cellular_component	GO:0043227	0.7799	HIGH	seq+struct+dom	0
Q9VVM7	cellular_component	GO:0032991	0.7745	HIGH	seq+struct+dom	0
Q9VVN6	cellular_component	GO:0110165	0.9475	HIGH	seq+struct+dom	0
Q9VVN6	cellular_component	GO:0005737	0.9212	HIGH	seq+struct+dom	0
Q9VVN6	cellular_component	GO:0043231	0.9212	HIGH	seq+struct+dom	0
Q9VVN6	cellular_component	GO:0005783	0.8950	HIGH	seq+struct+dom	0
Q9VVN6	cellular_component	GO:0005789	0.8654	HIGH	seq+struct+dom	0
Q9VVP2	cellular_component	GO:0005576	1.0000	HIGH	seq+struct+dom	0
Q9VVP2	cellular_component	GO:0005616	0.7433	HIGH	seq+struct+dom	0
Q9VVP2	cellular_component	GO:0005737	0.7343	HIGH	seq+struct+dom	0
Q9VVP2	cellular_component	GO:0042470	0.5000	MEDIUM	dom	0
Q9VVP2	cellular_component	GO:0016020	0.4167	LOW	dom	0
Q9VVQ9	cellular_component	GO:0005783	1.0000	HIGH	seq+struct+dom	0
Q9VVQ9	cellular_component	GO:0031984	0.5356	MEDIUM	seq+struct+dom	0
Q9VVQ9	cellular_component	GO:0005788	0.4769	MEDIUM	seq+struct+dom	0
Q9VVQ9	cellular_component	GO:0016020	0.4475	LOW	seq+struct+dom	0
Q9VVQ9	cellular_component	GO:0005789	0.3344	LOW	seq+struct+dom	0
Q9VVV0	cellular_component	GO:0110165	0.6799	MEDIUM	dom	0
Q9VVV0	cellular_component	GO:0005576	0.5072	MEDIUM	dom	0
Q9VVV0	cellular_component	GO:0043227	0.3036	LOW	dom	0
